biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
A0A0H2Z451	A0A0H2Z451		C		indistinguishable representative	  1.000	  0.000	20624		103									P09832	1228	17				strain/isolate=APEC UPTR A0A0H2Z451_ECOK1 Glutamate synthase small subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gltD PE=4 SV=1	Escherichia coli
A0A140N788	A0A140N788		C		indistinguishable representative	  1.000	  0.000	22363		105									P09832	1228	17				"strain/isolate=BL21 UPTR A0A140N788_ECOBD Glutamate synthase, small subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0529 PE=4 SV=1"	Escherichia coli
ECFI20_02376	ECFI20_02376		C		indistinguishable representative	  1.000	  0.000	1926		32									P09832	1228	17				strain/isolate=ST131 Oxidoreductase FeS-binding subunit OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_22705 PE=4 SV=1	Escherichia coli
UPI0000D50CBA	UPI0000D50CBA			93.43													identical	A0A0H2Z451	P09832	1228	17				strain/isolate=NC101 status=active	Escherichia coli
ECFI10_03125	ECFI10_03125			95.97													identical	A0A140N788	P09832	1228	17				strain/isolate=ST93 Glutamate synthase small subunit OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_04885 PE=4 SV=1	Escherichia coli
B7ULN8	B7ULN8	modC	C		indistinguishable representative	  1.000	  0.000	448		26									P09833	1229	6				strain/isolate=E2348-69 UPTR B7ULN8_ECO27 Molybdate transporter subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=modC PE=4 SV=1	Escherichia coli
ECFI20_00736	ECFI20_00736			65.34													indistinguishable	B7ULN8	P09833	1229	6				strain/isolate=ST131 Molybdenum ABC transporter ATP-binding protein ModC OS=Escherichia coli (strain K12) OX=83333 GN=modC PE=4 SV=1	Escherichia coli
A0A140NG90	A0A140NG90		C		indistinguishable representative	  1.000	  0.000	1770		51									P09980	1232	9				strain/isolate=BL21 UPTR A0A140NG90_ECOBD ATP-dependent DNA helicase Rep OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rep PE=3 SV=1	Escherichia coli
ECFI10_03700	ECFI10_03700			72.66													identical	A0A140NG90	P09980	1232	9				strain/isolate=ST93 DNA helicase Rep OS=Escherichia coli (strain K12) OX=83333 GN=rep PE=3 SV=1	Escherichia coli
ECFI20_03549	ECFI20_03549		C		indistinguishable representative	  0.999	  0.000	1160		10									P09996	1233	8				strain/isolate=ST131 DUF937 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_13375 PE=4 SV=1	Escherichia coli
A1AD18	A1AD18	nfo	C		indistinguishable representative	  1.000	  0.000	3018		28									P0A6C1	1241	5				strain/isolate=APEC UPSP END4_ECOK1 Probable endonuclease 4 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=nfo PE=3 SV=1	Escherichia coli
ECFI10_02130	ECFI10_02130			88.07													identical	A0A140NA05	P0A6C1	1241	5				strain/isolate=ST93 Deoxyribonuclease IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01495 PE=3 SV=1	Escherichia coli
A0A140NA05	A0A140NA05			88.07													indistinguishable	A1AD18	P0A6C1	1241	5				strain/isolate=BL21 UPTR A0A140NA05_ECOBD Probable endonuclease 4 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nfo PE=3 SV=1	Escherichia coli
B7UFH5	B7UFH5	nfo		88.07													indistinguishable	A1AD18	P0A6C1	1241	5				strain/isolate=E2348-69 UPSP END4_ECO27 Probable endonuclease 4 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=nfo PE=3 SV=1	Escherichia coli
ECFI20_02077	ECFI20_02077			88.07													identical	B7UFH5	P0A6C1	1241	5				strain/isolate=ST131 Deoxyribonuclease IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01495 PE=3 SV=1	Escherichia coli
ECFI4_01948	ECFI4_01948			88.07													identical	B7UFH5	P0A6C1	1241	5				strain/isolate=ST73 Deoxyribonuclease IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01495 PE=3 SV=1	Escherichia coli
UPI00000DEDAB	UPI00000DEDAB			88.07													identical	B7UFH5	P0A6C1	1241	5				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2Z3V0	A0A0H2Z3V0		C		indistinguishable representative	  1.000	  0.000	12395		46									P0A6D7	1246	3				strain/isolate=APEC UPTR A0A0H2Z3V0_ECOK1 Shikimate kinase 1 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=aroK PE=3 SV=1	Escherichia coli
A0A140N6R9	A0A140N6R9			80.44													indistinguishable	A0A0H2Z3V0	P0A6D7	1246	3				strain/isolate=BL21 UPTR A0A140N6R9_ECOBD Shikimate kinase 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=aroK PE=3 SV=1	Escherichia coli
D6IES2	D6IES2	aroK		75.42													identical	A0A0H2Z3V0	P0A6D7	1246	3				strain/isolate=B185 UPTR D6IES2_ECOLX Shikimate kinase 1 OS=Escherichia coli B185 OX=550676 GN=aroK PE=3 SV=1	Escherichia coli
UPI0000163A20	UPI0000163A20			80.44													identical	A0A140N6R9	P0A6D7	1246	3				strain/isolate=NC101 status=active	Escherichia coli
A0A140N7C3	A0A140N7C3		C		indistinguishable representative	  1.000	  0.000	36985		129									P0A6E4	1248	7				strain/isolate=BL21 UPTR A0A140N7C3_ECOBD Argininosuccinate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=argG PE=3 SV=1	Escherichia coli
A0A0H2YVE4	A0A0H2YVE4		C		indistinguishable representative	  1.000	  0.000	24700		97									P0A6F1	1251	6				strain/isolate=APEC UPTR A0A0H2YVE4_ECOK1 Carbamoyl phosphate synthase small chain OS=Escherichia coli O1:K1 / APEC OX=405955 GN=carA PE=3 SV=1	Escherichia coli
B7UI77	B7UI77	carA	C		indistinguishable representative	  1.000	  0.000	26965		100									P0A6F1	1251	6				strain/isolate=E2348-69 UPTR B7UI77_ECO27 Carbamoyl phosphate synthase small chain OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=carA PE=3 SV=1	Escherichia coli
D6IHZ2	D6IHZ2	carA	C		indistinguishable representative	  1.000	  0.000	27191		101									P0A6F1	1251	6				strain/isolate=B185 UPTR D6IHZ2_ECOLX Carbamoyl-phosphate synthase small chain OS=Escherichia coli B185 OX=550676 GN=carA PE=3 SV=1	Escherichia coli
A1A8P3	A1A8P3	citX	C		indistinguishable representative	  1.000	  0.000	135		13									P0A6G5	1256	5				strain/isolate=APEC UPSP CITX_ECOK1 Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=citX PE=3 SV=1	Escherichia coli
B7UKQ6	B7UKQ6	citX		66.67													indistinguishable	A1A8P3	P0A6G5	1256	5				strain/isolate=E2348-69 UPSP CITX_ECO27 Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=citX PE=3 SV=1	Escherichia coli
ECFI20_00597	ECFI20_00597			66.67													identical	B7UKQ6	P0A6G5	1256	5				strain/isolate=ST131 Citrate lyase holo-[acyl-carrier protein] synthase OS=Escherichia coli (strain K12) OX=83333 GN=citX PE=3 SV=1	Escherichia coli
ECFI4_00555	ECFI4_00555			66.67													identical	B7UKQ6	P0A6G5	1256	5				strain/isolate=ST73 Citrate lyase holo-[acyl-carrier protein] synthase OS=Escherichia coli (strain K12) OX=83333 GN=citX PE=3 SV=1	Escherichia coli
UPI00000DE86A	UPI00000DE86A			66.67													identical	B7UKQ6	P0A6G5	1256	5				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
ECFI4_00104	ECFI4_00104		C		indistinguishable representative	  1.000	  0.000	779		15									P0A6I9	1263	4				strain/isolate=ST73 Dephospho-CoA kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaE PE=3 SV=1	Escherichia coli
UPI00000DE70B	UPI00000DE70B			91.75													identical	ECFI4_00104	P0A6I9	1263	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YW76	A0A0H2YW76		C		indistinguishable representative	  1.000	  0.000	9340		53									P0A6J8	1267	3				strain/isolate=APEC UPTR A0A0H2YW76_ECOK1 D-alanine--D-alanine ligase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ddlA PE=3 SV=1	Escherichia coli
ECFI20_00352	ECFI20_00352			89.84													indistinguishable	A0A0H2YW76	P0A6J8	1267	3				strain/isolate=ST131 D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_09050 PE=3 SV=1	Escherichia coli
ECFI4_00341	ECFI4_00341			89.84													identical	A0A0H2YW76	P0A6J8	1267	3				strain/isolate=ST73 D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_09050 PE=3 SV=1	Escherichia coli
UPI000012909D	UPI000012909D			89.84													identical	A0A0H2YW76	P0A6J8	1267	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
B7UR09	B7UR09	deoC	C		indistinguishable representative	  1.000	  0.000	13818		66									P0A6L0	1271	3				strain/isolate=E2348-69 UPSP DEOC_ECO27 Deoxyribose-phosphate aldolase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=deoC PE=3 SV=1	Escherichia coli
A0A140NGH9	A0A140NGH9			97.68													identical	B7UR09	P0A6L0	1271	3				strain/isolate=BL21 UPTR A0A140NGH9_ECOBD Deoxyribose-phosphate aldolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=deoC PE=3 SV=1	Escherichia coli
D6IHT9	D6IHT9	deoC		97.68													identical	B7UR09	P0A6L0	1271	3				strain/isolate=B185 UPTR D6IHT9_ECOLX Deoxyribose-phosphate aldolase OS=Escherichia coli B185 OX=550676 GN=deoC PE=3 SV=1	Escherichia coli
ECFI10_04318	ECFI10_04318			97.68													identical	B7UR09	P0A6L0	1271	3				strain/isolate=ST93 Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=3 SV=1	Escherichia coli
ECFI19_04328	ECFI19_04328			97.68													identical	B7UR09	P0A6L0	1271	3				strain/isolate=ST1421 Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=3 SV=1	Escherichia coli
ECFI20_04211	ECFI20_04211			97.68													identical	B7UR09	P0A6L0	1271	3				strain/isolate=ST131 Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=3 SV=1	Escherichia coli
UPI000012919E	UPI000012919E			97.68													identical	B7UR09	P0A6L0	1271	3				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2Z0N7	A0A0H2Z0N7		C		indistinguishable representative	  1.000	  0.000	146		21									P0A6L4	1273	17				strain/isolate=APEC UPTR A0A0H2Z0N7_ECOK1 cyclic-guanylate-specific phosphodiesterase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4378 PE=4 SV=1	Escherichia coli
B7UFJ3	B7UFJ3	rtn		45.17													indistinguishable	A0A0H2Z0N7	P0A6L4	1273	17				strain/isolate=E2348-69 UPTR B7UFJ3_ECO27 cyclic-guanylate-specific phosphodiesterase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=rtn PE=4 SV=1	Escherichia coli
ECFI4_01966	ECFI4_01966			45.17													indistinguishable	A0A0H2Z0N7	P0A6L4	1273	17				strain/isolate=ST73 Cyclic di-GMP phosphodiesterase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01405 PE=4 SV=1	Escherichia coli
UPI00018882F1	UPI00018882F1			45.17													indistinguishable	A0A0H2Z0N7	P0A6L4	1273	17				strain/isolate=NC101 status=active	Escherichia coli
ECFI20_02099	ECFI20_02099			45.17													identical	B7UFJ3	P0A6L4	1273	17				strain/isolate=ST131 Cyclic di-GMP phosphodiesterase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01405 PE=4 SV=1	Escherichia coli
UPI00000DEDB8	UPI00000DEDB8			45.17													identical	ECFI4_01966	P0A6L4	1273	17				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YW52	A0A0H2YW52		C		indistinguishable representative	  1.000	  0.000	3215		30									P0A6P1	1280	10				strain/isolate=APEC UPTR A0A0H2YW52_ECOK1 Possible NAGC-like transcriptional regulator OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yajF PE=3 SV=1	Escherichia coli
D6I6K4	D6I6K4	ECDG_00187		83.33													indistinguishable	A0A0H2YW52	P0A6P1	1280	10				strain/isolate=B185 UPTR D6I6K4_ECOLX Fructokinase OS=Escherichia coli B185 OX=550676 GN=ECDG_00187 PE=4 SV=1	Escherichia coli
A0A0H2Z1F8	A0A0H2Z1F8		C		indistinguishable representative	  1.000	  0.000	13770		79									P0A6P5	1281	8				strain/isolate=APEC UPTR A0A0H2Z1F8_ECOK1 GTPase Der OS=Escherichia coli O1:K1 / APEC OX=405955 GN=engA PE=3 SV=1	Escherichia coli
UPI0001610B69	UPI0001610B69			84.29													indistinguishable	A0A0H2Z1F8	P0A6P5	1281	8				strain/isolate=NC101 status=active	Escherichia coli
B7UPB4	B7UPB4	tmk	C		indistinguishable representative	  1.000	  0.000	3518		29									P0A720	1320	4				strain/isolate=E2348-69 UPSP KTHY_ECO27 Thymidylate kinase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=tmk PE=3 SV=1	Escherichia coli
ECFI20_01077	ECFI20_01077			93.43													identical	B7UPB4	P0A720	1320	4				strain/isolate=ST131 dTMP kinase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_24120 PE=3 SV=1	Escherichia coli
UPI00005EFDBA	UPI00005EFDBA			93.43													identical	B7UPB4	P0A720	1320	4				strain/isolate=NC101 status=active	Escherichia coli
ECFI4_00888	ECFI4_00888		C		indistinguishable representative	  1.000	  0.000	5590		124									P0A7D4	1359	11				strain/isolate=ST73 Ni/Fe-hydrogenase large subunit OS=Escherichia coli (strain K12) OX=83333 GN=hyaB PE=4 SV=1	Escherichia coli
UPI00000DE97E	UPI00000DE97E			95.64													identical	ECFI4_00888	P0A7D4	1359	11				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI4_00121	ECFI4_00121		C		indistinguishable representative	  1.000	  0.000	6706		34									P0A7F6	1366	4				strain/isolate=ST73 Adenosylmethionine decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=speD PE=3 SV=1	Escherichia coli
UPI00000DE718	UPI00000DE718			92.8													identical	ECFI4_00121	P0A7F6	1366	4				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
D6IHT2	D6IHT2	prfC	C		indistinguishable representative	  1.000	  0.000	14631		86									P0A7I4	1373	5				strain/isolate=B185 UPTR D6IHT2_ECOLX Peptide chain release factor 3 OS=Escherichia coli B185 OX=550676 GN=prfC PE=3 SV=1	Escherichia coli
ECFI10_04306	ECFI10_04306			91.08													indistinguishable	D6IHT2	P0A7I4	1373	5				strain/isolate=ST93 Peptide chain release factor 3 OS=Escherichia coli (strain K12) OX=83333 GN=prfC PE=3 SV=1	Escherichia coli
ECFI20_04200	ECFI20_04200			91.08													identical	D6IHT2	P0A7I4	1373	5				strain/isolate=ST131 Peptide chain release factor 3 OS=Escherichia coli (strain K12) OX=83333 GN=prfC PE=3 SV=1	Escherichia coli
ECFI19_04317	ECFI19_04317			91.08													identical	ECFI10_04306	P0A7I4	1373	5				strain/isolate=ST1421 Peptide chain release factor 3 OS=Escherichia coli (strain K12) OX=83333 GN=prfC PE=3 SV=1	Escherichia coli
A0A0H2YYN9	A0A0H2YYN9		C		indistinguishable representative	  1.000	  0.000	3370		28									P0A7I7	1374	3				strain/isolate=APEC UPTR A0A0H2YYN9_ECOK1 GTP cyclohydrolase-2 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ribA PE=3 SV=1	Escherichia coli
ECFI20_01240	ECFI20_01240			96.43													indistinguishable	A0A0H2YYN9	P0A7I7	1374	3				strain/isolate=ST131 GTP cyclohydrolase II OS=Escherichia coli (strain K12) OX=83333 GN=ribA PE=3 SV=1	Escherichia coli
ECFI4_01167	ECFI4_01167			96.43													identical	ECFI20_01240	P0A7I7	1374	3				strain/isolate=ST73 GTP cyclohydrolase II OS=Escherichia coli (strain K12) OX=83333 GN=ribA PE=3 SV=1	Escherichia coli
UPI00001A9605	UPI00001A9605			96.43													identical	ECFI20_01240	P0A7I7	1374	3				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2Z206	A0A0H2Z206		C		indistinguishable representative	  1.000	  0.000	352		16									P0A7L0	1380	27				strain/isolate=APEC UPTR A0A0H2Z206_ECOK1 Molybdenum-pterin-binding-protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_3793 PE=4 SV=1	Escherichia coli
A0A140NBU2	A0A140NBU2		C		indistinguishable representative	  1.000	  0.000	1341		59									P0A7L0	1380	27				strain/isolate=BL21 UPTR A0A140NBU2_ECOBD Peptidase M16 domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2145 PE=3 SV=1	Escherichia coli
D6IAJ2	D6IAJ2	ECDG_01398	C		indistinguishable representative	  1.000	  0.000	1265		58									P0A7L0	1380	27				strain/isolate=B185 UPTR D6IAJ2_ECOLX Zinc protease OS=Escherichia coli B185 OX=550676 GN=ECDG_01398 PE=3 SV=1	Escherichia coli
B7UHE7	B7UHE7	E2348C_2997		80													indistinguishable	A0A0H2Z206	P0A7L0	1380	27				strain/isolate=E2348-69 UPTR B7UHE7_ECO27 Predicted molybdenum-pterin-binding protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_2997 PE=4 SV=1	Escherichia coli
UPI0000DACF68	UPI0000DACF68			87.32													indistinguishable	A0A0H2Z206	P0A7L0	1380	27				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
B7UMW1	B7UMW1	ybjT	C		indistinguishable representative	  1.000	  0.000	198		20									P0A7R5	1393	10				strain/isolate=E2348-69 UPTR B7UMW1_ECO27 Conserved protein with NAD(P)-binding Rossmann-fold domain OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ybjT PE=4 SV=1	Escherichia coli
A0A140N889	A0A140N889		C		indistinguishable representative	  1.000	  0.000	956		15									P0A809	1415	3				strain/isolate=BL21 UPTR A0A140N889_ECOBD Holliday junction branch migration complex subunit RuvA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ruvA PE=3 SV=1	Escherichia coli
ECFI19_01831	ECFI19_01831			66.5													indistinguishable	A0A140N889	P0A809	1415	3				strain/isolate=ST1421 Holliday junction branch migration protein RuvA OS=Escherichia coli (strain K12) OX=83333 GN=ruvA PE=3 SV=1	Escherichia coli
ECFI10_01836	ECFI10_01836			66.5													identical	A0A140N889	P0A809	1415	3				strain/isolate=ST93 Holliday junction branch migration protein RuvA OS=Escherichia coli (strain K12) OX=83333 GN=ruvA PE=3 SV=1	Escherichia coli
A0A0H2Z5W1	A0A0H2Z5W1		C		indistinguishable representative	  1.000	  0.000	2835		14									P0A836	1425	6				strain/isolate=APEC UPTR A0A0H2Z5W1_ECOK1 Succinate--CoA ligase [ADP-forming] subunit beta OS=Escherichia coli O1:K1 / APEC OX=405955 GN=sucC PE=3 SV=1	Escherichia coli
B7UPL8	B7UPL8	sucC		32.9													indistinguishable	A0A0H2Z5W1	P0A836	1425	6				strain/isolate=E2348-69 UPTR B7UPL8_ECO27 Succinate--CoA ligase [ADP-forming] subunit beta OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=sucC PE=3 SV=1	Escherichia coli
UPI000004397F	UPI000004397F			32.9													indistinguishable	A0A0H2Z5W1	P0A836	1425	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0001E172FE	UPI0001E172FE			32.9													indistinguishable	A0A0H2Z5W1	P0A836	1425	6				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2XL99	A0A0H2XL99		C		indistinguishable representative	  1.000	  0.000	349		29									P0A853	1430	10				strain/isolate=APEC UPTR A0A0H2XL99_ECOK1 IroB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=iroB PE=4 SV=1	Escherichia coli
UPI000000CD27	UPI000000CD27			55.8													indistinguishable	A0A0H2XL99	P0A853	1430	10				strain/isolate=NC101 status=active	Escherichia coli
UPI00003763E3	UPI00003763E3			55.8													indistinguishable	A0A0H2XL99	P0A853	1430	10				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UR67	B7UR67	trpB	C		indistinguishable representative	  1.000	  0.000	20287		121									P0A879	1436	6				strain/isolate=E2348-69 UPSP TRPB_ECO27 Tryptophan synthase beta chain OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=trpB PE=3 SV=1	Escherichia coli
ECFI20_01218	ECFI20_01218			96.73													identical	B7UR67	P0A879	1436	6				strain/isolate=ST131 Tryptophan synthase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=trpB PE=3 SV=1	Escherichia coli
ECFI4_01148	ECFI4_01148			96.73													identical	B7UR67	P0A879	1436	6				strain/isolate=ST73 Tryptophan synthase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=trpB PE=3 SV=1	Escherichia coli
UPI00000DEB17	UPI00000DEB17			96.73													identical	B7UR67	P0A879	1436	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YWA2	A0A0H2YWA2		C		indistinguishable representative	  1.000	  0.000	44		8									P0A887	1439	13				strain/isolate=APEC UPTR A0A0H2YWA2_ECOK1 Methyltransferase type 11 domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yafE PE=4 SV=1	Escherichia coli
A0A140NDC1	A0A140NDC1		C		indistinguishable representative	  1.000	  0.000	6927		36									P0A8E1	1455	5				strain/isolate=BL21 UPTR A0A140NDC1_ECOBD UPF0227 protein YcfP OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ycfP PE=3 SV=1	Escherichia coli
ECFI19_01084	ECFI19_01084			93.33													identical	A0A140NDC1	P0A8E1	1455	5				strain/isolate=ST1421 Alpha/beta hydrolase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_24170 PE=3 SV=1	Escherichia coli
ECFI4_00120	ECFI4_00120		C		indistinguishable representative	  1.000	  0.000	372		8									P0A8E5	1456	5				strain/isolate=ST73 UPF0231 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_06830 PE=3 SV=1	Escherichia coli
UPI000013A029	UPI000013A029			62.5													indistinguishable	ECFI4_00120	P0A8E5	1456	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI19_03806	ECFI19_03806		C		indistinguishable representative	  1.000	  0.000	3961		30									P0A8H6	1465	5				strain/isolate=ST1421 Der GTPase-activating protein YihI OS=Escherichia coli (strain K12) OX=83333 GN=yihI PE=3 SV=1	Escherichia coli
A0A0H2YY96	A0A0H2YY96		C		indistinguishable representative	  1.000	  0.000	309		11									P0A8L5	1477	7				strain/isolate=APEC UPTR A0A0H2YY96_ECOK1 UPF0260 protein YcgN OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ycgN PE=3 SV=1	Escherichia coli
B7UQ66	B7UQ66	ycgN		75													indistinguishable	A0A0H2YY96	P0A8L5	1477	7				strain/isolate=E2348-69 UPTR B7UQ66_ECO27 UPF0260 protein YcgN OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ycgN PE=3 SV=1	Escherichia coli
UPI00005EF591	UPI00005EF591			72.55													indistinguishable	A0A0H2YY96	P0A8L5	1477	7				strain/isolate=NC101 status=active	Escherichia coli
ECFI20_01139	ECFI20_01139			75													identical	B7UQ66	P0A8L5	1477	7				strain/isolate=ST131 YcgN family cysteine cluster protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_18970 PE=3 SV=1	Escherichia coli
ECFI4_01069	ECFI4_01069			75													identical	B7UQ66	P0A8L5	1477	7				strain/isolate=ST73 YcgN family cysteine cluster protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_18970 PE=3 SV=1	Escherichia coli
UPI000160892B	UPI000160892B			75													identical	B7UQ66	P0A8L5	1477	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2Z4K4	A0A0H2Z4K4		C		indistinguishable representative	  1.000	  0.000	423		19									P0A8R9	1494	11				strain/isolate=APEC UPTR A0A0H2Z4K4_ECOK1 HTH-type transcriptional regulator HdfR OS=Escherichia coli O1:K1 / APEC OX=405955 GN=hdfR PE=3 SV=1	Escherichia coli
ECFI20_03618	ECFI20_03618			56.27													indistinguishable	A0A0H2Z4K4	P0A8R9	1494	11				strain/isolate=ST131 HTH-type transcriptional regulator HdfR OS=Escherichia coli (strain K12) OX=83333 GN=hdfR PE=3 SV=1	Escherichia coli
ECFI4_03417	ECFI4_03417			56.27													identical	ECFI20_03618	P0A8R9	1494	11				strain/isolate=ST73 HTH-type transcriptional regulator HdfR OS=Escherichia coli (strain K12) OX=83333 GN=hdfR PE=3 SV=1	Escherichia coli
UPI000012C3BC	UPI000012C3BC			56.27													identical	ECFI20_03618	P0A8R9	1494	11				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2Z6W5	A0A0H2Z6W5		C		indistinguishable representative	  1.000	  0.000	815		12									P0A8Y1	1514	5				strain/isolate=APEC UPTR A0A0H2Z6W5_ECOK1 5'-nucleotidase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yjjG PE=4 SV=1	Escherichia coli
B7UR01	B7UR01	yjjG		77.33													identical	A0A0H2Z6W5	P0A8Y1	1514	5				strain/isolate=E2348-69 UPTR B7UR01_ECO27 DUMP phosphatase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yjjG PE=4 SV=1	Escherichia coli
ECFI4_04008	ECFI4_04008			77.33													identical	A0A0H2Z6W5	P0A8Y1	1514	5				strain/isolate=ST73 Pyrimidine 5'-nucleotidase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_13050 PE=4 SV=1	Escherichia coli
UPI00000DF492	UPI00000DF492			77.33													identical	A0A0H2Z6W5	P0A8Y1	1514	5				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2Z4G7	A0A0H2Z4G7		C		indistinguishable representative	  1.000	  0.000	2316		20									P0A8Y3	1515	7				strain/isolate=APEC UPTR A0A0H2Z4G7_ECOK1 Phosphatase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_2582 PE=4 SV=1	Escherichia coli
UPI000188666D	UPI000188666D			74.87													indistinguishable	A0A0H2Z4G7	P0A8Y3	1515	7				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2Z6B3	A0A0H2Z6B3		C		indistinguishable representative	  1.000	  0.000	1637		27									P0A901	1521	5				strain/isolate=APEC UPTR A0A0H2Z6B3_ECOK1 Outer membrane lipoprotein Blc OS=Escherichia coli O1:K1 / APEC OX=405955 GN=blc PE=3 SV=1	Escherichia coli
