biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
ECFI19_03497	ECFI19_03497			85.15													identical	A1AHA1	P00960	1003	2				strain/isolate=ST1421 Glycine--tRNA ligase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=3 SV=1	Escherichia coli
ECFI20_03416	ECFI20_03416			85.15													identical	A1AHA1	P00960	1003	2				strain/isolate=ST131 Glycine--tRNA ligase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=3 SV=1	Escherichia coli
ECFI4_03231	ECFI4_03231			85.15													identical	A1AHA1	P00960	1003	2				strain/isolate=ST73 Glycine--tRNA ligase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=3 SV=1	Escherichia coli
UPI0000136476	UPI0000136476			85.15													identical	A1AHA1	P00960	1003	2				"strain/isolate=K-12_NCM3722,NC101,ATCC_25922,DH5,K-12_MC4100 status=active"	Escherichia coli
A1AHA0	A1AHA0	glyS	C		noncore-canonical	  1.000	  0.000	50053		214									P00961	1004	7				strain/isolate=APEC UPSP SYGB_ECOK1 Glycine--tRNA ligase beta subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glyS PE=3 SV=1	Escherichia coli
B7ULB9	B7ULB9	glyS		98.11													identical	A1AHA0	P00961	1004	7				strain/isolate=E2348-69 UPSP SYGB_ECO27 Glycine--tRNA ligase beta subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=glyS PE=3 SV=1	Escherichia coli
ECFI4_03230	ECFI4_03230			98.11													identical	A1AHA0	P00961	1004	7				strain/isolate=ST73 Glycine--tRNA ligase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=glyS PE=3 SV=1	Escherichia coli
UPI000016551D	UPI000016551D			98.11													identical	A1AHA0	P00961	1004	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1A8U7	A1A8U7	glnS	C		noncore-canonical	  1.000	  0.000	26247		141									P00962	1005	3				strain/isolate=APEC UPSP SYQ_ECOK1 Glutamine--tRNA ligase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glnS PE=3 SV=1	Escherichia coli
B7UKW1	B7UKW1	glnS		97.65													identical	A1A8U7	P00962	1005	3				strain/isolate=E2348-69 UPSP SYQ_ECO27 Glutamine--tRNA ligase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=glnS PE=3 SV=1	Escherichia coli
ECFI20_00659	ECFI20_00659			97.65													identical	A1A8U7	P00962	1005	3				strain/isolate=ST131 Glutamine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=glnS PE=3 SV=1	Escherichia coli
ECFI4_00610	ECFI4_00610			97.65													identical	A1A8U7	P00962	1005	3				strain/isolate=ST73 Glutamine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=glnS PE=3 SV=1	Escherichia coli
UPI00000DE88C	UPI00000DE88C			97.65													identical	A1A8U7	P00962	1005	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A1AGJ1	A1AGJ1	rplO	C		noncore-canonical	  1.000	  0.000	34884		57									P02413	1010	10				strain/isolate=APEC UPSP RL15_ECOK1 Large ribosomal subunit protein uL15 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=rplO PE=3 SV=1	Escherichia coli
A0A140N711	A0A140N711			88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=BL21 UPTR A0A140N711_ECOBD Large ribosomal subunit protein uL15 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplO PE=1 SV=1	Escherichia coli
B7UK25	B7UK25	rplO		88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=E2348-69 UPSP RL15_ECO27 Large ribosomal subunit protein uL15 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=rplO PE=3 SV=1	Escherichia coli
D6IEJ9	D6IEJ9	rplO		88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=B185 UPTR D6IEJ9_ECOLX 50S ribosomal protein L15 OS=Escherichia coli B185 OX=550676 GN=rplO PE=3 SV=1	Escherichia coli
ECFI10_03212	ECFI10_03212			88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=ST93 50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=3 SV=1	Escherichia coli
ECFI20_03159	ECFI20_03159			88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=ST131 50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=3 SV=1	Escherichia coli
ECFI4_02975	ECFI4_02975			88.19													identical	A1AGJ1	P02413	1010	10				strain/isolate=ST73 50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=3 SV=1	Escherichia coli
UPI000005A7FC	UPI000005A7FC			88.19													identical	A1AGJ1	P02413	1010	10				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A1AIL4	A1AIL4	lamB	C		noncore-canonical	  1.000	  0.000	22760		85									P02943	1020	5				strain/isolate=APEC UPSP LAMB_ECOK1 Maltoporin OS=Escherichia coli O1:K1 / APEC OX=405955 GN=lamB PE=3 SV=1	Escherichia coli
ECFI20_03900	ECFI20_03900			97.98													indistinguishable	A1AIL4	P02943	1020	5				strain/isolate=ST131 Maltoporin LamB OS=Escherichia coli (strain K12) OX=83333 GN=lamB PE=3 SV=1	Escherichia coli
B7UPJ7	B7UPJ7	lamB		97.76													identical	A1AIL4	P02943	1020	5				strain/isolate=E2348-69 UPSP LAMB_ECO27 Maltoporin OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=lamB PE=3 SV=1	Escherichia coli
ECFI4_03693	ECFI4_03693			97.76													identical	A1AIL4	P02943	1020	5				strain/isolate=ST73 Maltoporin LamB OS=Escherichia coli (strain K12) OX=83333 GN=lamB PE=3 SV=1	Escherichia coli
UPI000012E212	UPI000012E212			97.76													identical	A1AIL4	P02943	1020	5				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
P03034	P03034	cI	C		noncore-canonical	  1.000	  0.000	5984		61									P03034	1028	4				Repressor protein cI OS=Escherichia phage lambda OX=2681611 GN=cI PE=1 SV=2	Escherichia coli
PHAGE_sp|P03034|RPC1_LAMBD	PHAGE_sp|P03034|RPC1_LAMBD	cI		94.17													identical	P03034	P03034	1028	4				Repressor protein cI OS=Escherichia phage lambda OX=2681611 GN=cI PE=1 SV=2	Escherichia coli
UPI00000008CC	UPI00000008CC			95.36													identical	P03034	P03034	1028	4				"strain/isolate=K-12_NCM3722,K-12_MC4100 status=active"	Escherichia coli
P03698	P03698	bet	C		noncore-canonical	  0.999	  0.000	349		28									P03698	1031	4				Recombination protein bet OS=Escherichia phage lambda OX=2681611 GN=bet PE=1 SV=1	Escherichia coli
D6I5H4	D6I5H4	ECDG_00343		74.71													identical	A0A0H2YY33	P03698	1031	4				strain/isolate=B185 UPTR D6I5H4_ECOLX Recombination protein bet phage origin OS=Escherichia coli B185 OX=550676 GN=ECDG_00343 PE=4 SV=1	Escherichia coli
UPI000009B019	UPI000009B019			74.71													identical	A0A0H2YY33	P03698	1031	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YY33	A0A0H2YY33			74.71													indistinguishable	P03698	P03698	1031	4				strain/isolate=APEC UPTR A0A0H2YY33_ECOK1 Recombination protein Bet of prophage OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_222 PE=4 SV=1	Escherichia coli
A0A140NBZ5	A0A140NBZ5			74.71													identical	P03698	P03698	1031	4				strain/isolate=BL21 UPTR A0A140NBZ5_ECOBD Phage recombination protein Bet OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2896 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03698|VBET_LAMBD	PHAGE_sp|P03698|VBET_LAMBD	bet		73.58													identical	P03698	P03698	1031	4				Recombination protein bet OS=Escherichia phage lambda OX=2681611 GN=bet PE=1 SV=1	Escherichia coli
UPI0000030D3E	UPI0000030D3E			74.71													identical	P03698	P03698	1031	4				"strain/isolate=K-12_MC4100,K-12_NCM3722 status=active"	Escherichia coli
P03702	P03702	gam	C		noncore-canonical	  1.000	  0.000	7		3									P03702	1032	6				Host-nuclease inhibitor protein gam OS=Escherichia phage lambda OX=2681611 GN=gam PE=1 SV=1	Escherichia coli
UPI00000DEA99	UPI00000DEA99			41.84													identical	A0A0H2YXT4	P03702	1032	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YXT4	A0A0H2YXT4			41.84													indistinguishable	P03702	P03702	1032	6				strain/isolate=APEC UPTR A0A0H2YXT4_ECOK1 Host-nuclease inhibitor protein Gam of bacteriphage OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gamW PE=4 SV=1	Escherichia coli
UPI000016D776	UPI000016D776			41.84													indistinguishable	P03702	P03702	1032	6				"strain/isolate=K-12_NCM3722,K-12_MC4100 status=active"	Escherichia coli
UPI0001E177C0	UPI0001E177C0			41.84													indistinguishable	P03702	P03702	1032	6				strain/isolate=NC101 status=active	Escherichia coli
A0A140NCD9	A0A140NCD9			29.71													identical	P03702	P03702	1032	6				strain/isolate=BL21 UPTR A0A140NCD9_ECOBD Host-nuclease inhibitor Gam OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2895 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03702|GAM_LAMBD	PHAGE_sp|P03702|GAM_LAMBD	gam		29.29													identical	P03702	P03702	1032	6				Host-nuclease inhibitor protein gam OS=Escherichia phage lambda OX=2681611 GN=gam PE=1 SV=1	Escherichia coli
A0A0H2YXN2	A0A0H2YXN2		C		noncore-canonical	  1.000	  0.000	9		5									P03710	1034	16				strain/isolate=APEC UPTR A0A0H2YXN2_ECOK1 Protein CR006 P-loop domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4465 PE=4 SV=1	Escherichia coli
P03710	P03710	B	C		noncore-canonical	  0.999	  0.000	26		3									P03710	1034	16				Portal protein B OS=Escherichia phage lambda OX=2681611 GN=B PE=1 SV=1	Escherichia coli
UPI0000D507FE	UPI0000D507FE		C		noncore-canonical	  1.000	  0.000	88		10									P03710	1034	16				strain/isolate=NC101 status=active	Escherichia coli
D6I5K2	D6I5K2	ECDG_00372		6													indistinguishable	P03710	P03710	1034	16				strain/isolate=B185 UPTR D6I5K2_ECOLX Lambda family phage portal protein OS=Escherichia coli B185 OX=550676 GN=ECDG_00372 PE=3 SV=1	Escherichia coli
UPI00016DCF43	UPI00016DCF43			6.04													indistinguishable	P03710	P03710	1034	16				strain/isolate=DH5 status=active	Escherichia coli
UPI000191E790	UPI000191E790			6													indistinguishable	P03710	P03710	1034	16				strain/isolate=NC101 status=active	Escherichia coli
A0A140NDR6	A0A140NDR6			6													identical	P03710	P03710	1034	16				"strain/isolate=BL21 UPTR A0A140NDR6_ECOBD Phage portal protein, lambda family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2871 PE=3 SV=1"	Escherichia coli
PHAGE_sp|P03710|PORTL_LAMBD	PHAGE_sp|P03710|PORTL_LAMBD	B		5.91													identical	P03710	P03710	1034	16				Portal protein B OS=Escherichia phage lambda OX=2681611 GN=B PE=1 SV=1	Escherichia coli
UPI0000138984	UPI0000138984			6													identical	P03710	P03710	1034	16				"strain/isolate=K-12_NCM3722,K-12_MC4100 status=active"	Escherichia coli
P03712	P03712	D	C		noncore-canonical	  0.999	  0.000	3		2									P03712	1035	3				Capsid decoration protein OS=Escherichia phage lambda OX=2681611 GN=D PE=1 SV=1	Escherichia coli
A0A140N9A1	A0A140N9A1			26.36													identical	P03712	P03712	1035	3				strain/isolate=BL21 UPTR A0A140N9A1_ECOBD Lambda head decoration protein D HDPD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2869 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03712|DECO_LAMBD	PHAGE_sp|P03712|DECO_LAMBD	D		26.13													identical	P03712	P03712	1035	3				Capsid decoration protein OS=Escherichia phage lambda OX=2681611 GN=D PE=1 SV=1	Escherichia coli
UPI0000138269	UPI0000138269			26.36													identical	P03712	P03712	1035	3				"strain/isolate=K-12_MC4100,K-12_NCM3722 status=active"	Escherichia coli
P03729	P03729	K	C		noncore-canonical	  0.999	  0.000	32		6									P03729	1036	15				Tail tip assembly protein K OS=Escherichia phage lambda OX=2681611 GN=K PE=3 SV=1	Escherichia coli
PHAGE_sp|P03729|TIPK_LAMBD	PHAGE_sp|P03729|TIPK_LAMBD	K		39.6													identical	P03729	P03729	1036	15				Tail tip assembly protein K OS=Escherichia phage lambda OX=2681611 GN=K PE=3 SV=1	Escherichia coli
P03730	P03730	I	C		noncore-canonical	  0.999	  0.000	62		6									P03730	1037	12				Tail tip assembly protein I OS=Escherichia phage lambda OX=2681611 GN=I PE=3 SV=1	Escherichia coli
PHAGE_sp|P03730|TIPI_LAMBD	PHAGE_sp|P03730|TIPI_LAMBD	I		40.27													identical	P03730	P03730	1037	12				Tail tip assembly protein I OS=Escherichia phage lambda OX=2681611 GN=I PE=3 SV=1	Escherichia coli
P03731	P03731	Z	C		noncore-canonical	  0.999	  0.000	14		4									P03731	1038	4				Tail completion protein Z OS=Escherichia phage lambda OX=2681611 GN=Z PE=3 SV=1	Escherichia coli
A0A140NCA8	A0A140NCA8			26.56													identical	P03731	P03731	1038	4				strain/isolate=BL21 UPTR A0A140NCA8_ECOBD Prophage minor tail Z family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2865 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03731|COMPL_LAMBD	PHAGE_sp|P03731|COMPL_LAMBD	Z		26.15													identical	P03731	P03731	1038	4				Tail completion protein Z OS=Escherichia phage lambda OX=2681611 GN=Z PE=3 SV=1	Escherichia coli
UPI00001389F2	UPI00001389F2			26.56													identical	P03731	P03731	1038	4				"strain/isolate=K-12_NCM3722,K-12_MC4100 status=active"	Escherichia coli
P03733	P03733	V	C		noncore-canonical	  1.000	  0.000	195		14									P03733	1039	7				Tail tube protein OS=Escherichia phage lambda OX=2681611 GN=V PE=1 SV=1	Escherichia coli
UPI0002BC2725	UPI0002BC2725		C		noncore-canonical	  1.000	  0.000	66		8									P03733	1039	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140NDT5	A0A140NDT5			57.72													identical	P03733	P03733	1039	7				strain/isolate=BL21 UPTR A0A140NDT5_ECOBD Ig domain protein group 2 domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2863 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03733|TUBE_LAMBD	PHAGE_sp|P03733|TUBE_LAMBD	V		56.8													identical	P03733	P03733	1039	7				Tail tube protein OS=Escherichia phage lambda OX=2681611 GN=V PE=1 SV=1	Escherichia coli
UPI00001389F1	UPI00001389F1			57.72													identical	P03733	P03733	1039	7				"strain/isolate=K-12_MC4100,K-12_NCM3722 status=active"	Escherichia coli
P03735	P03735	T	C		noncore-canonical	  1.000	  0.000	138		16									P03735	1040	12				Tail assembly protein GT OS=Escherichia phage lambda OX=2681611 GN=T PE=1 SV=2	Escherichia coli
UPI0001E1754A	UPI0001E1754A		C		noncore-canonical	  1.000	  0.000	125		11									P03735	1040	12				strain/isolate=NC101 status=active	Escherichia coli
PHAGE_sp|P03735|GT_LAMBD	PHAGE_sp|P03735|GT_LAMBD	T		48.41													identical	P03735	P03735	1040	12				Tail assembly protein GT OS=Escherichia phage lambda OX=2681611 GN=T PE=1 SV=2	Escherichia coli
D6I5L3	D6I5L3	ECDG_00383	C		noncore-canonical	  1.000	  0.000	244		44									P03736	1041	9				strain/isolate=B185 UPTR D6I5L3_ECOLX Phage tail tape measure protein OS=Escherichia coli B185 OX=550676 GN=ECDG_00383 PE=3 SV=1	Escherichia coli
P03736	P03736	H	C		noncore-canonical	  1.000	  0.000	209		40									P03736	1041	9				Tape measure protein OS=Escherichia phage lambda OX=2681611 GN=H PE=1 SV=1	Escherichia coli
A0A140NB76	A0A140NB76			45.84													identical	P03736	P03736	1041	9				"strain/isolate=BL21 UPTR A0A140NB76_ECOBD Phage tail tape measure protein, lambda family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2860 PE=3 SV=1"	Escherichia coli
PHAGE_sp|P03736|TMP_LAMBD	PHAGE_sp|P03736|TMP_LAMBD	H		45.1													identical	P03736	P03736	1041	9				Tape measure protein OS=Escherichia phage lambda OX=2681611 GN=H PE=1 SV=1	Escherichia coli
UPI00001389EE	UPI00001389EE			45.84													identical	P03736	P03736	1041	9				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
P03738	P03738	L	C		noncore-canonical	  1.000	  0.000	110		11									P03738	1043	11				Tail tip protein L OS=Escherichia phage lambda OX=2681611 GN=L PE=1 SV=1	Escherichia coli
UPI000191E79A	UPI000191E79A			35.78													indistinguishable	P03738	P03738	1043	11				strain/isolate=NC101 status=active	Escherichia coli
A0A140NBS5	A0A140NBS5			35.78													identical	P03738	P03738	1043	11				strain/isolate=BL21 UPTR A0A140NBS5_ECOBD Phage minor tail protein L OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2858 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03738|TIPL_LAMBD	PHAGE_sp|P03738|TIPL_LAMBD	L		35.32													identical	P03738	P03738	1043	11				Tail tip protein L OS=Escherichia phage lambda OX=2681611 GN=L PE=1 SV=1	Escherichia coli
UPI00001389EF	UPI00001389EF			35.78													identical	P03738	P03738	1043	11				"strain/isolate=K-12_MC4100,K-12_NCM3722 status=active"	Escherichia coli
P03752	P03752	ea47	C		noncore-canonical	  0.999	  0.000	22		6									P03752	1044	1				Protein ea47 OS=Escherichia phage lambda OX=2681611 GN=ea47 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03752|EA47_LAMBD	PHAGE_sp|P03752|EA47_LAMBD	ea47		18.51													identical	P03752	P03752	1044	1				Protein ea47 OS=Escherichia phage lambda OX=2681611 GN=ea47 PE=4 SV=1	Escherichia coli
UPI0000138371	UPI0000138371			18.78													identical	P03752	P03752	1044	1				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
P03755	P03755	ea8.5	C		noncore-canonical	  0.999	  0.000	43		7									P03755	1046	1				Protein ea8.5 OS=Escherichia phage lambda OX=2681611 GN=ea8.5 PE=4 SV=1	Escherichia coli
A0A140NDU3	A0A140NDU3			67.74													identical	P03755	P03755	1046	1				strain/isolate=BL21 UPTR A0A140NDU3_ECOBD Ea8.5 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2902 PE=4 SV=1	Escherichia coli
B7UN75	B7UN75	E2348C_0982		67.74													identical	P03755	P03755	1046	1				strain/isolate=E2348-69 UPTR B7UN75_ECO27 Ea8.5 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0982 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03755|EA85_LAMBD	PHAGE_sp|P03755|EA85_LAMBD	ea8.5		67.02													identical	P03755	P03755	1046	1				Protein ea8.5 OS=Escherichia phage lambda OX=2681611 GN=ea8.5 PE=4 SV=1	Escherichia coli
UPI0000138430	UPI0000138430			67.74													identical	P03755	P03755	1046	1				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
ECFI20_03902	ECFI20_03902		C		noncore-canonical	  1.000	  0.000	7100		60									P03841	1054	8				strain/isolate=ST131 Maltose operon protein MalM OS=Escherichia coli (strain K12) OX=83333 GN=malM PE=4 SV=1	Escherichia coli
B7UKX5	B7UKX5	kdpC	C		noncore-canonical	  0.999	  0.000	146		8									P03961	1057	9				strain/isolate=E2348-69 UPSP KDPC_ECO27 Potassium-transporting ATPase KdpC subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=kdpC PE=3 SV=1	Escherichia coli
ECFI4_00623	ECFI4_00623			68.42													indistinguishable	B7UKX5	P03961	1057	9				strain/isolate=ST73 K(+)-transporting ATPase subunit C OS=Escherichia coli (strain K12) OX=83333 GN=kdpC PE=3 SV=1	Escherichia coli
UPI00001A95F1	UPI00001A95F1			68.42													identical	ECFI4_00623	P03961	1057	9				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2Z679	A0A0H2Z679		C		noncore-canonical	  1.000	  0.000	7998		145									P04128	1060	11				strain/isolate=APEC UPTR A0A0H2Z679_ECOK1 Type 1 fimbriae major subunit FimA OS=Escherichia coli O1:K1 / APEC OX=405955 GN=fimA PE=4 SV=1	Escherichia coli
B7UQV3	B7UQV3	fimA	C		noncore-canonical	  1.000	  0.000	26341		136									P04128	1060	11				strain/isolate=E2348-69 UPTR B7UQV3_ECO27 Major type 1 subunit fimbrin (Pilin) OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=fimA PE=4 SV=1	Escherichia coli
D6IHL4	D6IHL4	ECDG_02698	C		noncore-canonical	  1.000	  0.000	6058		91									P04128	1060	11				strain/isolate=B185 UPTR D6IHL4_ECOLX Major type 1 subunit fimbrin OS=Escherichia coli B185 OX=550676 GN=ECDG_02698 PE=4 SV=1	Escherichia coli
ECFI19_04267	ECFI19_04267		C		noncore-canonical	  1.000	  0.000	5649		85									P04128	1060	11				strain/isolate=ST1421 Metal ABC transporter substrate-binding lipoprotein/fibrin-binding adhesin FimA OS=Escherichia coli (strain K12) OX=83333 GN=fimA PE=4 SV=1	Escherichia coli
UPI00000B0A1D	UPI00000B0A1D		C		noncore-canonical	  1.000	  0.000	6632		129									P04128	1060	11				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI000012AA53	UPI000012AA53		C		noncore-canonical	  1.000	  0.000	420		15									P04128	1060	11				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0001E17530	UPI0001E17530		C		noncore-canonical	  1.000	  0.000	1531		23									P04128	1060	11				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YYU8	A0A0H2YYU8		C		noncore-canonical	  1.000	  0.000	347		47									P04335	1062	30				strain/isolate=APEC UPTR A0A0H2YYU8_ECOK1 Tail component of prophage OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_536 PE=4 SV=1	Escherichia coli
P03749	P03749	J	C		noncore-canonical	  1.000	  0.000	270		35									P04335	1062	30				Tip attachment protein J OS=Escherichia phage lambda OX=2681611 GN=J PE=1 SV=1	Escherichia coli
A0A140NC99	A0A140NC99			35.16													identical	P03749	P04335	1062	30				strain/isolate=BL21 UPTR A0A140NC99_ECOBD Fibronectin type-III domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2855 PE=4 SV=1	Escherichia coli
PHAGE_sp|P03749|TIPJ_LAMBD	PHAGE_sp|P03749|TIPJ_LAMBD	J		34.61													identical	P03749	P04335	1062	30				Tip attachment protein J OS=Escherichia phage lambda OX=2681611 GN=J PE=1 SV=1	Escherichia coli
UPI00001B2F5B	UPI00001B2F5B		C		noncore-canonical	  0.999	  0.000	1735		20									P04391	1063	14				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UHZ4	B7UHZ4	gshB	C		noncore-canonical	  1.000	  0.000	11747		65									P04425	1065	5				strain/isolate=E2348-69 UPSP GSHB_ECO27 Glutathione synthetase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=gshB PE=1 SV=1	Escherichia coli
ECFI4_02638	ECFI4_02638		C		noncore-canonical	  1.000	  0.000	11089		64									P04425	1065	5				strain/isolate=ST73 Glutathione synthase OS=Escherichia coli (strain K12) OX=83333 GN=gshB PE=3 SV=1	Escherichia coli
A0A0H2Z2Q6	A0A0H2Z2Q6			94.62													identical	B7UHZ4	P04425	1065	5				strain/isolate=APEC UPTR A0A0H2Z2Q6_ECOK1 Glutathione synthetase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gshB PE=3 SV=1	Escherichia coli
ECFI10_02864	ECFI10_02864			94.62													identical	B7UHZ4	P04425	1065	5				strain/isolate=ST93 Glutathione synthase OS=Escherichia coli (strain K12) OX=83333 GN=gshB PE=3 SV=1	Escherichia coli
ECFI20_02806	ECFI20_02806			94.62													identical	B7UHZ4	P04425	1065	5				strain/isolate=ST131 Glutathione synthase OS=Escherichia coli (strain K12) OX=83333 GN=gshB PE=3 SV=1	Escherichia coli
D6I8K1	D6I8K1	ECDG_00765	C		noncore-canonical	  1.000	  0.000	25928		167									P04825	1068	6				strain/isolate=B185 UPTR D6I8K1_ECOLX Aminopeptidase N OS=Escherichia coli B185 OX=550676 GN=ECDG_00765 PE=3 SV=1	Escherichia coli
ECFI4_00853	ECFI4_00853		C		noncore-canonical	  1.000	  0.000	25607		175									P04825	1068	6				strain/isolate=ST73 Aminopeptidase N OS=Escherichia coli (strain K12) OX=83333 GN=pepN PE=4 SV=1	Escherichia coli
UPI00000DE95F	UPI00000DE95F			92.99													identical	ECFI4_00853	P04825	1068	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UN04	B7UN04	kdsB	C		noncore-canonical	  1.000	  0.000	6471		42									P04951	1070	7				strain/isolate=E2348-69 UPSP KDSB_ECO27 3-deoxy-manno-octulosonate cytidylyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=kdsB PE=3 SV=1	Escherichia coli
A1AHS8	A1AHS8	rbsD	C		noncore-canonical	  1.000	  0.000	2426		11									P04982	1072	6				strain/isolate=APEC UPSP RBSD_ECOK1 D-ribose pyranase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=rbsD PE=3 SV=2	Escherichia coli
UPI00017BE896	UPI00017BE896			74.82													identical	A1AHS8	P04982	1072	6				strain/isolate=NC101 status=active	Escherichia coli
A1AE45	A1AE45	xseA	C		noncore-canonical	  1.000	  0.000	1200		30									P04994	1074	8				strain/isolate=APEC UPSP EX7L_ECOK1 Exodeoxyribonuclease 7 large subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=xseA PE=3 SV=1	Escherichia coli
B7UGU7	B7UGU7	xseA	C		noncore-canonical	  1.000	  0.000	755		19									P04994	1074	8				strain/isolate=E2348-69 UPSP EX7L_ECO27 Exodeoxyribonuclease 7 large subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=xseA PE=3 SV=1	Escherichia coli
A0A0H2XJ12	A0A0H2XJ12		C		noncore-canonical	  0.999	  0.000	487		11									P05020	1076	11				strain/isolate=APEC UPTR A0A0H2XJ12_ECOK1 TraP OS=Escherichia coli O1:K1 / APEC OX=405955 GN=traP PE=4 SV=1	Escherichia coli
UPI0000003DB0	UPI0000003DB0			38.78													identical	A0A0H2XJ12	P05020	1076	11				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
ECFI20_01719	ECFI20_01719		C		noncore-canonical	  1.000	  0.000	1344		30									P05041	1077	10				strain/isolate=ST131 Aminodeoxychorismate synthase component 1 OS=Escherichia coli (strain K12) OX=83333 GN=pabB PE=4 SV=1	Escherichia coli
UPI0001E18B61	UPI0001E18B61		C		noncore-canonical	  1.000	  0.000	687		25									P05041	1077	10				strain/isolate=NC101 status=active	Escherichia coli
