biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
ECFI4_03350	ECFI4_03350		C		marginally distinguished	  1.000	  0.000	697		9									P09996	1233	8				strain/isolate=ST73 DUF937 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_13375 PE=4 SV=1	Escherichia coli
UPI00001681E4	UPI00001681E4		C		marginally distinguished	  1.000	  0.000	1177		13									P09996	1233	8				strain/isolate=K-12_W3110 status=active	Escherichia coli
UPI0001E17C8B	UPI0001E17C8B		C		marginally distinguished	  0.999	  0.000	960		6									P09996	1233	8				strain/isolate=NC101 status=active	Escherichia coli
UPI00019F3502	UPI00019F3502			67.42													identical	ECFI4_03350	P09996	1233	8				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140NGV4	A0A140NGV4		C		marginally distinguished	  1.000	  0.000	12214		108									P0A698	1234	5				strain/isolate=BL21 UPTR A0A140NGV4_ECOBD UvrABC system protein A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=uvrA PE=3 SV=1	Escherichia coli
ECFI10_04012	ECFI10_04012			90.11													identical	A0A140NGV4	P0A698	1234	5				strain/isolate=ST93 Excinuclease ABC subunit UvrA OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=3 SV=1	Escherichia coli
A1AI24	A1AI24	ubiB	C		marginally distinguished	  1.000	  0.000	1354		40									P0A6A0	1235	4				strain/isolate=APEC UPSP UBIB_ECOK1 Probable protein kinase UbiB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ubiB PE=3 SV=1	Escherichia coli
ECFI20_03691	ECFI20_03691			68.68													identical	A1AI24	P0A6A0	1235	4				strain/isolate=ST131 Ubiquinone biosynthesis regulatory protein kinase UbiB OS=Escherichia coli (strain K12) OX=83333 GN=ubiB PE=3 SV=1	Escherichia coli
ECFI4_03486	ECFI4_03486			68.68													identical	A1AI24	P0A6A0	1235	4				strain/isolate=ST73 Ubiquinone biosynthesis regulatory protein kinase UbiB OS=Escherichia coli (strain K12) OX=83333 GN=ubiB PE=3 SV=1	Escherichia coli
UPI00000DF2FD	UPI00000DF2FD			68.68													identical	A1AI24	P0A6A0	1235	4				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2Z3Y9	A0A0H2Z3Y9		C		marginally distinguished	  1.000	  0.000	1332		36									P0A6A3	1236	10				strain/isolate=APEC UPTR A0A0H2Z3Y9_ECOK1 Propionate kinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=tdcD PE=3 SV=1	Escherichia coli
A0A0H2Z5G9	A0A0H2Z5G9		C		marginally distinguished	  1.000	  0.000	158		6									P0A6A3	1236	10				strain/isolate=APEC UPTR A0A0H2Z5G9_ECOK1 Acetate kinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ackA PE=3 SV=1	Escherichia coli
A0A0H2Z1H2	A0A0H2Z1H2		C		marginally distinguished	  1.000	  0.000	53857		125									P0A6B7	1240	2				strain/isolate=APEC UPTR A0A0H2Z1H2_ECOK1 Cysteine desulfurase IscS OS=Escherichia coli O1:K1 / APEC OX=405955 GN=iscS PE=3 SV=1	Escherichia coli
A0A140ND88	A0A140ND88		C		marginally distinguished	  1.000	  0.000	12710		65									P0A6D3	1244	7				strain/isolate=BL21 UPTR A0A140ND88_ECOBD 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=aroA PE=3 SV=1	Escherichia coli
ECFI20_00892	ECFI20_00892		C		marginally distinguished	  1.000	  0.000	8588		51									P0A6D3	1244	7				strain/isolate=ST131 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=3 SV=1	Escherichia coli
ECFI4_00829	ECFI4_00829		C		marginally distinguished	  1.000	  0.000	9936		63									P0A6D3	1244	7				strain/isolate=ST73 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=3 SV=1	Escherichia coli
ECFI10_00910	ECFI10_00910			94.38													identical	A0A140ND88	P0A6D3	1244	7				strain/isolate=ST93 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=3 SV=1	Escherichia coli
ECFI19_00884	ECFI19_00884			94.38													identical	A0A140ND88	P0A6D3	1244	7				strain/isolate=ST1421 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=3 SV=1	Escherichia coli
UPI00000DE94E	UPI00000DE94E			93.44													identical	ECFI4_00829	P0A6D3	1244	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UJ66	B7UJ66	argG	C		marginally distinguished	  1.000	  0.000	36323		127									P0A6E4	1248	7				strain/isolate=E2348-69 UPSP ASSY_ECO27 Argininosuccinate synthase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=argG PE=3 SV=1	Escherichia coli
D6IE86	D6IE86	argG	C		marginally distinguished	  1.000	  0.000	35305		123									P0A6E4	1248	7				strain/isolate=B185 UPTR D6IE86_ECOLX Argininosuccinate synthase OS=Escherichia coli B185 OX=550676 GN=argG PE=3 SV=1	Escherichia coli
ECFI10_03082	ECFI10_03082		C		marginally distinguished	  1.000	  0.000	34252		120									P0A6E4	1248	7				strain/isolate=ST93 Argininosuccinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=argG PE=3 SV=1	Escherichia coli
A0A0H2Z4V7	A0A0H2Z4V7		C		marginally distinguished	  1.000	  0.000	50418		248									P0A6F3	1252	5				strain/isolate=APEC UPTR A0A0H2Z4V7_ECOK1 Glycerol kinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glpK PE=3 SV=1	Escherichia coli
ECFI4_03575	ECFI4_03575		C		marginally distinguished	  1.000	  0.000	45514		230									P0A6F3	1252	5				strain/isolate=ST73 Glycerol kinase GlpK OS=Escherichia coli (strain K12) OX=83333 GN=glpK PE=3 SV=1	Escherichia coli
UPI00001659B9	UPI00001659B9			97.64													identical	A0A0H2Z4V7	P0A6F3	1252	5				strain/isolate=DH5 status=active	Escherichia coli
UPI0000ED9152	UPI0000ED9152			97.61													identical	ECFI4_03575	P0A6F3	1252	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI20_04016	ECFI20_04016		C		marginally distinguished	  1.000	  0.000	39501		100									P0A6F5	1253	10				strain/isolate=ST131 Chaperonin GroEL OS=Escherichia coli (strain K12) OX=83333 GN=groL PE=3 SV=1	Escherichia coli
D6ICD3	D6ICD3	ECDG_03546	C		marginally distinguished	  1.000	  0.000	2377		24									P0A6G3	1255	5				strain/isolate=B185 UPTR D6ICD3_ECOLX Competence damage-inducible protein A OS=Escherichia coli B185 OX=550676 GN=ECDG_03546 PE=4 SV=1	Escherichia coli
ECFI19_00409	ECFI19_00409		C		marginally distinguished	  1.000	  0.000	12525		68									P0A6G7	1257	2				strain/isolate=ST1421 ATP-dependent Clp endopeptidase proteolytic subunit ClpP OS=Escherichia coli (strain K12)OX=83333 GN=clpP PE=3 SV=1	Escherichia coli
ECFI20_00413	ECFI20_00413		C		marginally distinguished	  1.000	  0.000	30198		98									P0A6H1	1258	2				strain/isolate=ST131 ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_16770 PE=3 SV=1	Escherichia coli
B7ULI9	B7ULI9	coaD	C		marginally distinguished	  1.000	  0.000	2546		16									P0A6I6	1262	5				strain/isolate=E2348-69 UPSP COAD_ECO27 Phosphopantetheine adenylyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=coaD PE=3 SV=1	Escherichia coli
ECFI20_03486	ECFI20_03486		C		marginally distinguished	  1.000	  0.000	2355		16									P0A6I6	1262	5				strain/isolate=ST131 Pantetheine-phosphate adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=coaD PE=3 SV=1	Escherichia coli
UPI00050120D9	UPI00050120D9		C		marginally distinguished	  1.000	  0.000	2375		17									P0A6I6	1262	5				strain/isolate=DH5 status=active	Escherichia coli
A0A0H2YWI7	A0A0H2YWI7		C		marginally distinguished	  1.000	  0.000	785		15									P0A6I9	1263	4				strain/isolate=APEC UPTR A0A0H2YWI7_ECOK1 Dephospho-CoA kinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=coaC PE=3 SV=1	Escherichia coli
A1AEU4	A1AEU4	cysC	C		marginally distinguished	  0.999	  0.000	1601		15									P0A6J1	1264	4				strain/isolate=APEC UPSP CYSC_ECOK1 Adenylyl-sulfate kinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=cysC PE=3 SV=1	Escherichia coli
B7UHG9	B7UHG9	cysC		81.09													identical	A1AEU4	P0A6J1	1264	4				strain/isolate=E2348-69 UPSP CYSC_ECO27 Adenylyl-sulfate kinase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=cysC PE=3 SV=1	Escherichia coli
ECFI4_02465	ECFI4_02465			81.09													identical	A1AEU4	P0A6J1	1264	4				strain/isolate=ST73 Adenylyl-sulfate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cysC PE=3 SV=1	Escherichia coli
UPI0000167DD1	UPI0000167DD1			81.09													identical	A1AEU4	P0A6J1	1264	4				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2YY94	A0A0H2YY94		C		marginally distinguished	  1.000	  0.000	8772		69									P0A6J5	1266	4				strain/isolate=APEC UPTR A0A0H2YY94_ECOK1 D-amino acid dehydrogenase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=dadA PE=3 SV=1	Escherichia coli
B7UQ73	B7UQ73	dadA	C		marginally distinguished	  1.000	  0.000	9210		68									P0A6J5	1266	4				strain/isolate=E2348-69 UPSP DADA_ECO27 D-amino acid dehydrogenase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=dadA PE=3 SV=1	Escherichia coli
ECFI20_01150	ECFI20_01150		C		marginally distinguished	  1.000	  0.000	7459		51									P0A6J5	1266	4				strain/isolate=ST131 D-amino acid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_18930 PE=3 SV=1	Escherichia coli
ECFI20_03665	ECFI20_03665		C		marginally distinguished	  1.000	  0.000	2000		21									P0A6K1	1268	5				strain/isolate=ST131 Diaminopimelate epimerase OS=Escherichia coli (strain K12) OX=83333 GN=dapF PE=3 SV=1	Escherichia coli
ECFI4_03463	ECFI4_03463		C		marginally distinguished	  1.000	  0.000	2001		20									P0A6K1	1268	5				strain/isolate=ST73 Diaminopimelate epimerase OS=Escherichia coli (strain K12) OX=83333 GN=dapF PE=3 SV=1	Escherichia coli
UPI0001E17567	UPI0001E17567			82.48													identical	ECFI20_03665	P0A6K1	1268	5				strain/isolate=NC101 status=active	Escherichia coli
UPI000018DBB0	UPI000018DBB0			82.48													identical	ECFI4_03463	P0A6K1	1268	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140NEF7	A0A140NEF7		C		marginally distinguished	  1.000	  0.000	25219		154									P0A6K6	1270	7				strain/isolate=BL21 UPTR A0A140NEF7_ECOBD Phosphopentomutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=deoB PE=3 SV=1	Escherichia coli
A1AJV0	A1AJV0	deoB	C		marginally distinguished	  1.000	  0.000	25903		162									P0A6K6	1270	7				strain/isolate=APEC UPSP DEOB_ECOK1 Phosphopentomutase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=deoB PE=3 SV=1	Escherichia coli
B7UR11	B7UR11	deoB	C		marginally distinguished	  1.000	  0.000	25285		159									P0A6K6	1270	7				strain/isolate=E2348-69 UPSP DEOB_ECO27 Phosphopentomutase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=deoB PE=3 SV=1	Escherichia coli
ECFI19_04330	ECFI19_04330		C		marginally distinguished	  1.000	  0.000	25886		163									P0A6K6	1270	7				strain/isolate=ST1421 Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=3 SV=1	Escherichia coli
ECFI20_04214	ECFI20_04214		C		marginally distinguished	  1.000	  0.000	20306		116									P0A6K6	1270	7				strain/isolate=ST131 Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=3 SV=1	Escherichia coli
ECFI10_04320	ECFI10_04320			98.03													identical	A0A140NEF7	P0A6K6	1270	7				strain/isolate=ST93 Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=3 SV=1	Escherichia coli
A0A0H2YW74	A0A0H2YW74		C		marginally distinguished	  1.000	  0.000	664		28									P0A6L4	1273	17				strain/isolate=APEC UPTR A0A0H2YW74_ECOK1 DNA-binding transcriptional regulator OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yahA PE=4 SV=1	Escherichia coli
A1ABA1	A1ABA1	uxaB	C		marginally distinguished	  1.000	  0.000	1133		38									P0A6L7	1274	6				strain/isolate=APEC UPSP UXAB_ECOK1 Altronate oxidoreductase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=uxaB PE=3 SV=1	Escherichia coli
ECFI20_01423	ECFI20_01423		C		marginally distinguished	  1.000	  0.000	1133		38									P0A6L7	1274	6				strain/isolate=ST131 Tagaturonate reductase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_13810 PE=3 SV=1	Escherichia coli
ECFI4_01336	ECFI4_01336			73.5													indistinguishable	A1ABA1	P0A6L7	1274	6				strain/isolate=ST73 Tagaturonate reductase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_13810 PE=3 SV=1	Escherichia coli
B7URP8	B7URP8	uxaB		73.5													identical	A1ABA1	P0A6L7	1274	6				strain/isolate=E2348-69 UPSP UXAB_ECO27 Altronate oxidoreductase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=uxaB PE=3 SV=1	Escherichia coli
UPI00019F398C	UPI00019F398C			73.5													identical	ECFI4_01336	P0A6L7	1274	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UJL8	B7UJL8	mak	C		marginally distinguished	  1.000	  0.000	3084		28									P0A6P1	1280	10				strain/isolate=E2348-69 UPTR B7UJL8_ECO27 Manno (Fructo) kinase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=mak PE=3 SV=1	Escherichia coli
UPI0001E181FA	UPI0001E181FA		C		marginally distinguished	  1.000	  0.000	3217		31									P0A6P1	1280	10				strain/isolate=NC101 status=active	Escherichia coli
ECFI20_00365	ECFI20_00365			94.37													identical	B7UJL8	P0A6P1	1280	10				strain/isolate=ST131 Fructokinase OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_09120 PE=4 SV=1	Escherichia coli
B7UGV7	B7UGV7	der	C		marginally distinguished	  1.000	  0.000	13965		76									P0A6P5	1281	8				strain/isolate=E2348-69 UPSP DER_ECO27 GTPase Der OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=der PE=3 SV=1	Escherichia coli
A1AI47	A1AI47	engB	C		marginally distinguished	  1.000	  0.000	7363		36									P0A6P7	1282	2				strain/isolate=APEC UPSP ENGB_ECOK1 Probable GTP-binding protein EngB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=engB PE=3 SV=1	Escherichia coli
B7UN33	B7UN33	fabA	C		marginally distinguished	  1.000	  0.000	14568		37									P0A6Q3	1284	7				strain/isolate=E2348-69 UPSP FABA_ECO27 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=fabA PE=3 SV=1	Escherichia coli
A0A0H2YXH9	A0A0H2YXH9			60.92													indistinguishable	B7UN33	P0A6Q3	1284	7				strain/isolate=APEC UPTR A0A0H2YXH9_ECOK1 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=fabA PE=3 SV=1	Escherichia coli
ECFI20_00933	ECFI20_00933			69.71													indistinguishable	B7UN33	P0A6Q3	1284	7				strain/isolate=ST131 Bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase OS=Escherichia coli (strain K12) OX=83333 GN=fabA PE=3 SV=1	Escherichia coli
UPI0001E17A05	UPI0001E17A05			69.71													indistinguishable	B7UN33	P0A6Q3	1284	7				strain/isolate=NC101 status=active	Escherichia coli
UPI0000E8AB7D	UPI0000E8AB7D			84.3													identical	B7UN33	P0A6Q3	1284	7				strain/isolate=ATCC_25922 status=active	Escherichia coli
ECFI4_00869	ECFI4_00869			69.71													identical	ECFI20_00933	P0A6Q3	1284	7				strain/isolate=ST73 Bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase OS=Escherichia coli (strain K12) OX=83333 GN=fabA PE=3 SV=1	Escherichia coli
A0A140N913	A0A140N913		C		marginally distinguished	  1.000	  0.000	12454		67									P0A6R0	1286	3				strain/isolate=BL21 UPTR A0A140N913_ECOBD Beta-ketoacyl-[acyl-carrier-protein] synthase III OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fabH PE=3 SV=1	Escherichia coli
ECFI20_01069	ECFI20_01069		C		marginally distinguished	  1.000	  0.000	11430		64									P0A6R0	1286	3				strain/isolate=ST131 Ketoacyl-ACP synthase III OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15015 PE=3 SV=1	Escherichia coli
ECFI10_01094	ECFI10_01094			98.74													identical	A0A140N913	P0A6R0	1286	3				strain/isolate=ST93 Ketoacyl-ACP synthase III OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15015 PE=3 SV=1	Escherichia coli
ECFI19_01067	ECFI19_01067			98.74													identical	A0A140N913	P0A6R0	1286	3				strain/isolate=ST1421 Ketoacyl-ACP synthase III OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15015 PE=3 SV=1	Escherichia coli
B7UP93	B7UP93	flgH	C		marginally distinguished	  1.000	  0.000	1717		17									P0A6S0	1288	5				strain/isolate=E2348-69 UPSP FLGH_ECO27 Flagellar L-ring protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=flgH PE=3 SV=1	Escherichia coli
UPI0001E17A34	UPI0001E17A34		C		marginally distinguished	  1.000	  0.000	1048		16									P0A6S0	1288	5				strain/isolate=NC101 status=active	Escherichia coli
ECFI4_00989	ECFI4_00989			82.33													identical	B7UP93	P0A6S0	1288	5				strain/isolate=ST73 Flagellar basal body L-ring protein FlgH OS=Escherichia coli (strain K12) OX=83333 GN=flgH PE=3 SV=1	Escherichia coli
UPI000019C54E	UPI000019C54E			82.33													identical	B7UP93	P0A6S0	1288	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1AEU2	A1AEU2	ftsB	C		marginally distinguished	  1.000	  0.000	103		7									P0A6S5	1290	2				strain/isolate=APEC UPSP FTSB_ECOK1 Cell division protein FtsB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ftsB PE=3 SV=1	Escherichia coli
B7UHG7	B7UHG7	ftsB		67.96													identical	A1AEU2	P0A6S5	1290	2				strain/isolate=E2348-69 UPSP FTSB_ECO27 Cell division protein FtsB OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ftsB PE=3 SV=1	Escherichia coli
ECFI20_02623	ECFI20_02623			67.96													identical	A1AEU2	P0A6S5	1290	2				strain/isolate=ST131 Cell division protein FtsB OS=Escherichia coli (strain K12) OX=83333 GN=ftsB PE=3 SV=1	Escherichia coli
ECFI4_02463	ECFI4_02463			67.96													identical	A1AEU2	P0A6S5	1290	2				strain/isolate=ST73 Cell division protein FtsB OS=Escherichia coli (strain K12) OX=83333 GN=ftsB PE=3 SV=1	Escherichia coli
UPI00000DEF49	UPI00000DEF49			67.96													identical	A1AEU2	P0A6S5	1290	2				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
D6IGW5	D6IGW5	pgi	C		marginally distinguished	  1.000	  0.000	42795		164									P0A6T1	1292	5				strain/isolate=B185 UPTR D6IGW5_ECOLX Glucose-6-phosphate isomerase OS=Escherichia coli B185 OX=550676 GN=pgi PE=3 SV=1	Escherichia coli
UPI0001B88FCE	UPI0001B88FCE		C		marginally distinguished	  1.000	  0.000	42012		163									P0A6T1	1292	5				strain/isolate=DH5 status=active	Escherichia coli
A1A900	A1A900	galK	C		marginally distinguished	  1.000	  0.000	6264		62									P0A6T3	1293	4				strain/isolate=APEC UPSP GAL1_ECOK1 Galactokinase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=galK PE=3 SV=1	Escherichia coli
B7ULN0	B7ULN0	galK	C		marginally distinguished	  1.000	  0.000	5433		52									P0A6T3	1293	4				strain/isolate=E2348-69 UPSP GAL1_ECO27 Galactokinase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=galK PE=3 SV=1	Escherichia coli
ECFI4_00675	ECFI4_00675			92.41													identical	A1A900	P0A6T3	1293	4				strain/isolate=ST73 Galactokinase OS=Escherichia coli (strain K12) OX=83333 GN=galK PE=3 SV=1	Escherichia coli
UPI00000DE8B6	UPI00000DE8B6			92.41													identical	A1A900	P0A6T3	1293	4				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A1AF93	A1AF93	gcvH	C		marginally distinguished	  1.000	  0.000	2038		26									P0A6T9	1295	4				strain/isolate=APEC UPSP GCSH_ECOK1 Glycine cleavage system H protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gcvH PE=3 SV=1	Escherichia coli
ECFI4_02598	ECFI4_02598			74.42													identical	A1AF93	P0A6T9	1295	4				strain/isolate=ST73 Glycine cleavage system protein GcvH OS=Escherichia coli (strain K12) OX=83333 GN=gcvH PE=3 SV=1	Escherichia coli
UPI0000E4515C	UPI0000E4515C			74.42													identical	A1AF93	P0A6T9	1295	4				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A140SSC4	A0A140SSC4		C		marginally distinguished	  1.000	  0.000	8714		74									P0A6U3	1296	11				strain/isolate=BL21 UPTR A0A140SSC4_ECOBD tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=mnmG PE=3 SV=1	Escherichia coli
A1A759	A1A759	yaaA	C		marginally distinguished	  1.000	  0.000	3428		30									P0A6U3	1296	11				strain/isolate=APEC UPSP YAAA_ECOK1 UPF0246 protein YaaA OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yaaA PE=3 SV=1	Escherichia coli
B7UI51	B7UI51	yaaA	C		marginally distinguished	  1.000	  0.000	3916		32									P0A6U3	1296	11				strain/isolate=E2348-69 UPSP YAAA_ECO27 UPF0246 protein YaaA OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yaaA PE=3 SV=1	Escherichia coli
B7UMK6	B7UMK6	mnmG	C		marginally distinguished	  1.000	  0.000	8421		76									P0A6U3	1296	11				strain/isolate=E2348-69 UPSP MNMG_ECO27 tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=mnmG PE=3 SV=1	Escherichia coli
ECFI20_03595	ECFI20_03595		C		marginally distinguished	  1.000	  0.000	8164		71									P0A6U3	1296	11				strain/isolate=ST131 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG OS=Escherichia coli (strain K12) OX=83333 GN=mnmG PE=3 SV=1	Escherichia coli
ECFI10_03663	ECFI10_03663			91.89													identical	A0A140SSC4	P0A6U3	1296	11				strain/isolate=ST93 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG OS=Escherichia coli (strain K12) OX=83333 GN=mnmG PE=3 SV=1	Escherichia coli
ECFI19_03351	ECFI19_03351		C		marginally distinguished	  1.000	  0.000	6035		56									P0A6U8	1297	2				strain/isolate=ST1421 Glycogen synthase GlgA OS=Escherichia coli (strain K12) OX=83333 GN=glgA PE=3 SV=1	Escherichia coli
A0A0H2Z3P3	A0A0H2Z3P3		C		marginally distinguished	  1.000	  0.000	6743		72									P0A6V1	1298	6				strain/isolate=APEC UPTR A0A0H2Z3P3_ECOK1 Glucose-1-phosphate adenylyltransferase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=glgC PE=3 SV=1	Escherichia coli
B7UKY7	B7UKY7	glgC	C		marginally distinguished	  1.000	  0.000	7197		72									P0A6V1	1298	6				strain/isolate=E2348-69 UPSP GLGC_ECO27 Glucose-1-phosphate adenylyltransferase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=glgC PE=3 SV=1	Escherichia coli
ECFI20_03280	ECFI20_03280		C		marginally distinguished	  1.000	  0.000	6680		69									P0A6V1	1298	6				strain/isolate=ST131 Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=glgC PE=3 SV=1	Escherichia coli
ECFI20_03275	ECFI20_03275		C		marginally distinguished	  1.000	  0.000	269		11									P0A6V5	1299	3				strain/isolate=ST131 Thiosulfate sulfurtransferase GlpE OS=Escherichia coli (strain K12) OX=83333 GN=glpE PE=3 SV=1	Escherichia coli
UPI0001E172C5	UPI0001E172C5		C		marginally distinguished	  1.000	  0.000	7645		59									P0A6V8	1300	3				strain/isolate=NC101 status=active	Escherichia coli
B7UHB1	B7UHB1	gshA	C		marginally distinguished	  1.000	  0.000	9119		72									P0A6W9	1304	3				strain/isolate=E2348-69 UPSP GSH1_ECO27 Glutamate--cysteine ligase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=gshA PE=3 SV=1	Escherichia coli
A1AAD7	A1AAD7	hemA	C		marginally distinguished	  1.000	  0.000	288		17									P0A6X1	1305	8				strain/isolate=APEC UPSP HEM1_ECOK1 Glutamyl-tRNA reductase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=hemA PE=3 SV=1	Escherichia coli
ECFI4_01096	ECFI4_01096			54.31													indistinguishable	A1AAD7	P0A6X1	1305	8				strain/isolate=ST73 Glutamyl-tRNA reductase OS=Escherichia coli (strain K12) OX=83333 GN=hemA PE=3 SV=1	Escherichia coli
UPI0000191E3B	UPI0000191E3B			54.31													identical	ECFI4_01096	P0A6X1	1305	8				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UMZ8	B7UMZ8	ihfB	C		marginally distinguished	  1.000	  0.000	7493		34									P0A6Y1	1308	3				strain/isolate=E2348-69 UPSP IHFB_ECO27 Integration host factor subunit beta OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ihfB PE=3 SV=1	Escherichia coli
A0A0H2Z3W3	A0A0H2Z3W3		C		marginally distinguished	  1.000	  0.000	9286		46									P0A6Y5	1309	2				strain/isolate=APEC UPTR A0A0H2Z3W3_ECOK1 33 kDa chaperonin OS=Escherichia coli O1:K1 / APEC OX=405955 GN=hslO PE=3 SV=1	Escherichia coli
D6IET4	D6IET4	hslO		92.86													identical	A0A0H2Z3W3	P0A6Y5	1309	2				strain/isolate=B185 UPTR D6IET4_ECOLX 33 kDa chaperonin OS=Escherichia coli B185 OX=550676 GN=hslO PE=3 SV=1	Escherichia coli
