biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
ECFI10_00425	ECFI10_00425			14.68													identical	P0ABJ6	P0ABJ6	1790	1				strain/isolate=ST93 Cytochrome o ubiquinol oxidase subunit IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_16725 PE=4 SV=1	Escherichia coli
ECFI19_00401	ECFI19_00401			14.68													identical	P0ABJ6	P0ABJ6	1790	1				strain/isolate=ST1421 Cytochrome o ubiquinol oxidase subunit IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_16725 PE=4 SV=1	Escherichia coli
UPI0000128C5E	UPI0000128C5E			14.68													identical	P0ABJ6	P0ABJ6	1790	1				"strain/isolate=BW25113,K-12_NCM3722,K-12_MC4100,DH5,K-12_W3110 status=active"	Escherichia coli
P0ABW0	P0ABW0	hcaC	C		weak	  0.999	  0.000	2		1									P0ABW0	1826	1				strain/isolate=K-12 UPSP HCAC_ECOLI 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit OS=Escherichia coli (strain K12) OX=83333 GN=hcaC PE=1 SV=1	Escherichia coli
A0A140N9C5	A0A140N9C5			15.09													identical	P0ABW0	P0ABW0	1826	1				strain/isolate=BL21 UPTR A0A140N9C5_ECOBD 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hcaC PE=3 SV=1	Escherichia coli
D6I9X6	D6I9X6	hcaC		15.09													identical	P0ABW0	P0ABW0	1826	1				strain/isolate=B185 UPTR D6I9X6_ECOLX 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit OS=Escherichia coli B185 OX=550676 GN=hcaC PE=3 SV=1	Escherichia coli
ECFI10_02499	ECFI10_02499			15.09													identical	P0ABW0	P0ABW0	1826	1				strain/isolate=ST93 Bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_08095 PE=3 SV=1	Escherichia coli
ECFI19_02476	ECFI19_02476			15.09													identical	P0ABW0	P0ABW0	1826	1				strain/isolate=ST1421 Bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_08095 PE=3 SV=1	Escherichia coli
UPI000012C336	UPI000012C336			15.09													identical	P0ABW0	P0ABW0	1826	1				"strain/isolate=K-12_NCM3722,BW25113,K-12_W3110,DH5,K-12_MC4100 status=active"	Escherichia coli
P0ABW3	P0ABW3	yfaE	C		weak	  0.998	  0.000	1		1									P0ABW3	1827	2				strain/isolate=K-12 UPSP YFAE_ECOLI Uncharacterized ferredoxin-like protein YfaE OS=Escherichia coli (strain K12) OX=83333 GN=yfaE PE=4 SV=1	Escherichia coli
D6I9H6	D6I9H6	ECDG_02092		32.14													indistinguishable	P0ABW3	P0ABW3	1827	2				strain/isolate=B185 UPTR D6I9H6_ECOLX Ferredoxin OS=Escherichia coli B185 OX=550676 GN=ECDG_02092 PE=4 SV=1	Escherichia coli
A0A0H2Z0Q9	A0A0H2Z0Q9			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=APEC UPTR A0A0H2Z0Q9_ECOK1 2Fe-2S cluster-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yfaE PE=4 SV=1	Escherichia coli
A0A140N5A5	A0A140N5A5			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=BL21 UPTR A0A140N5A5_ECOBD Ferredoxin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1424 PE=4 SV=1	Escherichia coli
B7UFP8	B7UFP8	yfaE		32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=E2348-69 UPTR B7UFP8_ECO27 Predicted 2Fe-2S cluster-containing protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yfaE PE=4 SV=1	Escherichia coli
ECFI10_02216	ECFI10_02216			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=ST93 Ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE OS=Escherichia coli (strain K12) OX=83333 GN=yfaE PE=4 SV=1	Escherichia coli
ECFI19_02182	ECFI19_02182			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=ST1421 Ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE OS=Escherichia coli (strain K12) OX=83333 GN=yfaE PE=4 SV=1	Escherichia coli
ECFI20_02164	ECFI20_02164			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=ST131 Ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE OS=Escherichia coli (strain K12) OX=83333 GN=yfaE PE=4 SV=1	Escherichia coli
ECFI4_02027	ECFI4_02027			32.14													identical	P0ABW3	P0ABW3	1827	2				strain/isolate=ST73 Ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE OS=Escherichia coli (strain K12) OX=83333 GN=yfaE PE=4 SV=1	Escherichia coli
UPI00000480D7	UPI00000480D7			32.14													identical	P0ABW3	P0ABW3	1827	2				"strain/isolate=K-12_NCM3722,DH5,BW25113,NC101,K-12_W3110,K-12_MC4100,ATCC_25922 status=active"	Escherichia coli
P0ABW5	P0ABW5	sfmA	C		weak	  0.999	  0.000	2		1									P0ABW5	1828	1				strain/isolate=K-12 UPSP SFMA_ECOLI Uncharacterized fimbrial-like protein SfmA OS=Escherichia coli (strain K12) OX=83333 GN=sfmA PE=2 SV=1	Escherichia coli
A0A140NBZ2	A0A140NBZ2			12.22													identical	P0ABW5	P0ABW5	1828	1				strain/isolate=BL21 UPTR A0A140NBZ2_ECOBD Fimbrial protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3128 PE=3 SV=1	Escherichia coli
D6I5G2	D6I5G2	ECDG_00331		12.22													identical	P0ABW5	P0ABW5	1828	1				strain/isolate=B185 UPTR D6I5G2_ECOLX Fimbriae-like adhesin SfmA OS=Escherichia coli B185 OX=550676 GN=ECDG_00331 PE=4 SV=1	Escherichia coli
ECFI10_00526	ECFI10_00526			12.22													identical	P0ABW5	P0ABW5	1828	1				strain/isolate=ST93 Type 1 fimbrial protein subunit FimA OS=Escherichia coli (strain K12) OX=83333 GN=fimA PE=4 SV=1	Escherichia coli
ECFI19_00505	ECFI19_00505			12.22													identical	P0ABW5	P0ABW5	1828	1				strain/isolate=ST1421 Type 1 fimbrial protein subunit FimA OS=Escherichia coli (strain K12) OX=83333 GN=fimA PE=4 SV=1	Escherichia coli
UPI00001358B0	UPI00001358B0			12.22													identical	P0ABW5	P0ABW5	1828	1				"strain/isolate=BW25113,K-12_NCM3722,DH5,K-12_MC4100,K-12_W3110 status=active"	Escherichia coli
P0AC26	P0AC26	nirC	C		weak	  0.999	  0.000	1		1									P0AC26	1846	3				strain/isolate=K-12 UPSP NIRC_ECOLI Nitrite transporter NirC OS=Escherichia coli (strain K12) OX=83333 GN=nirC PE=1 SV=1	Escherichia coli
B7UK78	B7UK78	nirC		6.34													identical	A0A0H2Z3A5	P0AC26	1846	3				strain/isolate=E2348-69 UPTR B7UK78_ECO27 Nitrite transporter OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=nirC PE=3 SV=1	Escherichia coli
ECFI20_03230	ECFI20_03230			6.34													identical	A0A0H2Z3A5	P0AC26	1846	3				strain/isolate=ST131 Nitrite transporter NirC OS=Escherichia coli (strain K12) OX=83333 GN=nirC PE=4 SV=1	Escherichia coli
ECFI4_03042	ECFI4_03042			6.34													identical	A0A0H2Z3A5	P0AC26	1846	3				strain/isolate=ST73 Nitrite transporter NirC OS=Escherichia coli (strain K12) OX=83333 GN=nirC PE=4 SV=1	Escherichia coli
UPI00000DF150	UPI00000DF150			6.34													identical	A0A0H2Z3A5	P0AC26	1846	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2Z3A5	A0A0H2Z3A5			6.34													indistinguishable	P0AC26	P0AC26	1846	3				strain/isolate=APEC UPTR A0A0H2Z3A5_ECOK1 Nitrite transporter OS=Escherichia coli O1:K1 / APEC OX=405955 GN=nirC PE=3 SV=1	Escherichia coli
D6IEQ3	D6IEQ3	ECDG_03935		6.34													indistinguishable	P0AC26	P0AC26	1846	3				strain/isolate=B185 UPTR D6IEQ3_ECOLX Nitrite transporter NirC OS=Escherichia coli B185 OX=550676 GN=ECDG_03935 PE=3 SV=1	Escherichia coli
A0A140N3C5	A0A140N3C5			6.34													identical	P0AC26	P0AC26	1846	3				strain/isolate=BL21 UPTR A0A140N3C5_ECOBD Formate/nitrite transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0381 PE=3 SV=1	Escherichia coli
ECFI10_03280	ECFI10_03280			6.34													identical	P0AC26	P0AC26	1846	3				strain/isolate=ST93 Nitrite transporter NirC OS=Escherichia coli (strain K12) OX=83333 GN=nirC PE=4 SV=1	Escherichia coli
ECFI19_03291	ECFI19_03291			6.34													identical	P0AC26	P0AC26	1846	3				strain/isolate=ST1421 Nitrite transporter NirC OS=Escherichia coli (strain K12) OX=83333 GN=nirC PE=4 SV=1	Escherichia coli
UPI00001301A9	UPI00001301A9			6.34													identical	P0AC26	P0AC26	1846	3				"strain/isolate=BW25113,K-12_NCM3722,DH5,K-12_MC4100,K-12_W3110 status=active"	Escherichia coli
P0AC94	P0AC94	gntP	C		weak	  0.998	  0.000	1		1									P0AC94	1867	3				strain/isolate=K-12 UPSP GNTP_ECOLI High-affinity gluconate transporter OS=Escherichia coli (strain K12) OX=83333 GN=gntP PE=1 SV=1	Escherichia coli
ECFI20_04156	ECFI20_04156			2.91													indistinguishable	P0AC94	P0AC94	1867	3				strain/isolate=ST131 Gluconate permease GntP OS=Escherichia coli (strain K12) OX=83333 GN=gntP PE=4 SV=1	Escherichia coli
ECFI4_03964	ECFI4_03964			2.91													indistinguishable	P0AC94	P0AC94	1867	3				strain/isolate=ST73 Gluconate permease GntP OS=Escherichia coli (strain K12) OX=83333 GN=gntP PE=4 SV=1	Escherichia coli
A0A140NBJ9	A0A140NBJ9			2.91													identical	P0AC94	P0AC94	1867	3				strain/isolate=BL21 UPTR A0A140NBJ9_ECOBD Gluconate transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3714 PE=4 SV=1	Escherichia coli
D6IHM1	D6IHM1	ECDG_02705		2.91													identical	P0AC94	P0AC94	1867	3				strain/isolate=B185 UPTR D6IHM1_ECOLX High-affinity gluconate transporter OS=Escherichia coli B185 OX=550676 GN=ECDG_02705 PE=4 SV=1	Escherichia coli
ECFI10_04262	ECFI10_04262			2.91													identical	P0AC94	P0AC94	1867	3				strain/isolate=ST93 Gluconate permease GntP OS=Escherichia coli (strain K12) OX=83333 GN=gntP PE=4 SV=1	Escherichia coli
ECFI19_04274	ECFI19_04274			2.91													identical	P0AC94	P0AC94	1867	3				strain/isolate=ST1421 Gluconate permease GntP OS=Escherichia coli (strain K12) OX=83333 GN=gntP PE=4 SV=1	Escherichia coli
UPI000012B8D4	UPI000012B8D4			2.91													identical	P0AC94	P0AC94	1867	3				"strain/isolate=DH5,K-12_NCM3722,K-12_W3110,ATCC_25922,K-12_MC4100,BW25113 status=active"	Escherichia coli
P0AC98	P0AC98	satP	C		weak	  1.000	  0.000	6		1									P0AC98	1869	4				strain/isolate=K-12 UPSP SATP_ECOLI Succinate-acetate/proton symporter SatP OS=Escherichia coli (strain K12) OX=83333 GN=satP PE=1 SV=1	Escherichia coli
ECFI20_00013	ECFI20_00013			4.79													identical	A0A0H2YVD3	P0AC98	1869	4				strain/isolate=ST131 Acetate uptake transporter OS=Escherichia coli (strain K12) OX=83333 GN=satP PE=4 SV=1	Escherichia coli
ECFI4_00010	ECFI4_00010			4.79													identical	A0A0H2YVD3	P0AC98	1869	4				strain/isolate=ST73 Acetate uptake transporter OS=Escherichia coli (strain K12) OX=83333 GN=satP PE=4 SV=1	Escherichia coli
UPI00000DE6CD	UPI00000DE6CD			4.79													identical	A0A0H2YVD3	P0AC98	1869	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YVD3	A0A0H2YVD3			4.79													indistinguishable	P0AC98	P0AC98	1869	4				strain/isolate=APEC UPTR A0A0H2YVD3_ECOK1 Uncharacterized protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yaaH PE=3 SV=1	Escherichia coli
B7UI56	B7UI56	yaaH		4.79													indistinguishable	P0AC98	P0AC98	1869	4				strain/isolate=E2348-69 UPTR B7UI56_ECO27 Conserved inner membrane protein associated with acetate transport OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yaaH PE=3 SV=1	Escherichia coli
UPI0001E17A48	UPI0001E17A48			4.79													indistinguishable	P0AC98	P0AC98	1869	4				strain/isolate=NC101 status=active	Escherichia coli
A0A140NDV7	A0A140NDV7			4.79													identical	P0AC98	P0AC98	1869	4				strain/isolate=BL21 UPTR A0A140NDV7_ECOBD GPR1/FUN34/yaaH family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3608 PE=3 SV=1	Escherichia coli
D6IHX1	D6IHX1	ECDG_02806		4.79													identical	P0AC98	P0AC98	1869	4				strain/isolate=B185 UPTR D6IHX1_ECOLX Inner membrane protein yaaH OS=Escherichia coli B185 OX=550676 GN=ECDG_02806 PE=3 SV=1	Escherichia coli
ECFI10_00010	ECFI10_00010			4.79													identical	P0AC98	P0AC98	1869	4				strain/isolate=ST93 Acetate uptake transporter OS=Escherichia coli (strain K12) OX=83333 GN=satP PE=4 SV=1	Escherichia coli
ECFI19_00010	ECFI19_00010			4.79													identical	P0AC98	P0AC98	1869	4				strain/isolate=ST1421 Acetate uptake transporter OS=Escherichia coli (strain K12) OX=83333 GN=satP PE=4 SV=1	Escherichia coli
UPI0000139FF9	UPI0000139FF9			4.79													identical	P0AC98	P0AC98	1869	4				"strain/isolate=BW25113,K-12_NCM3722,DH5,K-12_MC4100,K-12_W3110 status=active"	Escherichia coli
P0ACR0	P0ACR0	allS	C		weak	  0.999	  0.000	1		1									P0ACR0	1915	5				strain/isolate=K-12 UPSP ALLS_ECOLI HTH-type transcriptional activator AllS OS=Escherichia coli (strain K12) OX=83333 GN=allS PE=1 SV=1	Escherichia coli
ECFI20_00482	ECFI20_00482			7.14													identical	B7UKI2	P0ACR0	1915	5				strain/isolate=ST131 HTH-type transcriptional activator AllS OS=Escherichia coli (strain K12) OX=83333 GN=allS PE=4 SV=1	Escherichia coli
ECFI4_00462	ECFI4_00462			7.14													identical	B7UKI2	P0ACR0	1915	5				strain/isolate=ST73 HTH-type transcriptional activator AllS OS=Escherichia coli (strain K12) OX=83333 GN=allS PE=4 SV=1	Escherichia coli
UPI00000DE82F	UPI00000DE82F			7.14													identical	B7UKI2	P0ACR0	1915	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A1A8H0	A1A8H0	allS		7.14													indistinguishable	P0ACR0	P0ACR0	1915	5				strain/isolate=APEC UPSP ALLS_ECOK1 HTH-type transcriptional activator AllS OS=Escherichia coli O1:K1 / APEC OX=405955 GN=allS PE=3 SV=1	Escherichia coli
B7UKI2	B7UKI2	allS		7.14													indistinguishable	P0ACR0	P0ACR0	1915	5				strain/isolate=E2348-69 UPTR B7UKI2_ECO27 HTH-type transcriptional activator AllS OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=allS PE=3 SV=1	Escherichia coli
D6I7M3	D6I7M3	ECDG_00307		7.14													indistinguishable	P0ACR0	P0ACR0	1915	5				strain/isolate=B185 UPTR D6I7M3_ECOLX DNA-binding transcriptional activator AllS OS=Escherichia coli B185 OX=550676 GN=ECDG_00307 PE=3 SV=1	Escherichia coli
ECFI19_00478	ECFI19_00478			7.14													indistinguishable	P0ACR0	P0ACR0	1915	5				strain/isolate=ST1421 HTH-type transcriptional activator AllS OS=Escherichia coli (strain K12) OX=83333 GN=allS PE=4 SV=1	Escherichia coli
A0A140ND31	A0A140ND31			7.14													identical	P0ACR0	P0ACR0	1915	5				strain/isolate=BL21 UPTR A0A140ND31_ECOBD HTH-type transcriptional activator AllS OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3153 PE=3 SV=1	Escherichia coli
ECFI10_00507	ECFI10_00507			7.14													identical	P0ACR0	P0ACR0	1915	5				strain/isolate=ST93 HTH-type transcriptional activator AllS OS=Escherichia coli (strain K12) OX=83333 GN=allS PE=4 SV=1	Escherichia coli
UPI000013A2D3	UPI000013A2D3			7.14													identical	P0ACR0	P0ACR0	1915	5				"strain/isolate=K-12_NCM3722,BW25113,K-12_W3110,DH5,K-12_MC4100 status=active"	Escherichia coli
P0ACW0	P0ACW0	ydaF	C		weak	  0.999	  0.000	7		1									P0ACW0	1933	3				strain/isolate=K-12 UPSP YDAF_ECOLI Uncharacterized protein YdaF OS=Escherichia coli (strain K12) OX=83333 GN=ydaF PE=4 SV=1	Escherichia coli
D6I8D9	D6I8D9	ECDG_01243		56													indistinguishable	P0ACW0	P0ACW0	1933	3				strain/isolate=B185 UPTR D6I8D9_ECOLX YdaF protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01243 PE=4 SV=1	Escherichia coli
ECFI20_01469	ECFI20_01469			54.9													indistinguishable	P0ACW0	P0ACW0	1933	3				strain/isolate=ST131 DUF1391 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_19855 PE=4 SV=1	Escherichia coli
A0A140NC51	A0A140NC51			54.9													identical	P0ACW0	P0ACW0	1933	3				strain/isolate=BL21 UPTR A0A140NC51_ECOBD DUF1391 domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2262 PE=4 SV=1	Escherichia coli
ECFI19_01323	ECFI19_01323			54.9													identical	P0ACW0	P0ACW0	1933	3				strain/isolate=ST1421 DUF1391 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_20620 PE=4 SV=1	Escherichia coli
UPI000013A8ED	UPI000013A8ED			54.9													identical	P0ACW0	P0ACW0	1933	3				"strain/isolate=BW25113,K-12_W3110,DH5,K-12_MC4100 status=active"	Escherichia coli
P0ACW4	P0ACW4	ydcA	C		weak	  0.999	  0.000	22		1									P0ACW4	1935	3				strain/isolate=K-12 UPSP YDCA_ECOLI Uncharacterized protein YdcA OS=Escherichia coli (strain K12) OX=83333 GN=ydcA PE=3 SV=1	Escherichia coli
ECFI4_01264	ECFI4_01264			21.05													identical	B7URG7	P0ACW4	1935	3				strain/isolate=ST73 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_17940 PE=4 SV=1	Escherichia coli
UPI00000E49F0	UPI00000E49F0			21.05													identical	B7URG7	P0ACW4	1935	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
B7URG7	B7URG7	ydcA		21.05													indistinguishable	P0ACW4	P0ACW4	1935	3				strain/isolate=E2348-69 UPTR B7URG7_ECO27 Periplasmic protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ydcA PE=4 SV=1	Escherichia coli
D6I901	D6I901	ECDG_01322		21.05													indistinguishable	P0ACW4	P0ACW4	1935	3				strain/isolate=B185 UPTR D6I901_ECOLX YdcA protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01322 PE=4 SV=1	Escherichia coli
A0A140NC20	A0A140NC20			21.05													identical	P0ACW4	P0ACW4	1935	3				strain/isolate=BL21 UPTR A0A140NC20_ECOBD Periplasmic protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2220 PE=4 SV=1	Escherichia coli
ECFI10_01397	ECFI10_01397			21.05													identical	P0ACW4	P0ACW4	1935	3				strain/isolate=ST93 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_17940 PE=4 SV=1	Escherichia coli
ECFI19_01383	ECFI19_01383			21.05													identical	P0ACW4	P0ACW4	1935	3				strain/isolate=ST1421 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_17940 PE=4 SV=1	Escherichia coli
UPI000013A91A	UPI000013A91A			21.05													identical	P0ACW4	P0ACW4	1935	3				"strain/isolate=K-12_NCM3722,BW25113,K-12_W3110,K-12_MC4100,DH5 status=active"	Escherichia coli
P0ACY6	P0ACY6	yeaL	C		weak	  0.999	  0.000	1		1									P0ACY6	1942	3				strain/isolate=K-12 UPSP YEAL_ECOLI UPF0756 membrane protein YeaL OS=Escherichia coli (strain K12) OX=83333 GN=yeaL PE=3 SV=1	Escherichia coli
B7USG9	B7USG9	yeaL		12.84													indistinguishable	P0ACY6	P0ACY6	1942	3				strain/isolate=E2348-69 UPSP YEAL_ECO27 UPF0756 membrane protein YeaL OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yeaL PE=3 SV=1	Escherichia coli
ECFI19_01752	ECFI19_01752			30.65													indistinguishable	P0ACY6	P0ACY6	1942	3				strain/isolate=ST1421 DUF441 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_02355 PE=3 SV=1	Escherichia coli
C5W4W1	C5W4W1	yeaL		12.84													identical	P0ACY6	P0ACY6	1942	3				strain/isolate=BL21 UPSP YEAL_ECOBD UPF0756 membrane protein YeaL OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=yeaL PE=3 SV=1	Escherichia coli
D6IBA1	D6IBA1	yeaL		12.84													identical	P0ACY6	P0ACY6	1942	3				strain/isolate=B185 UPTR D6IBA1_ECOLX UPF0756 membrane protein YeaL OS=Escherichia coli B185 OX=550676 GN=yeaL PE=3 SV=1	Escherichia coli
ECFI10_01758	ECFI10_01758			12.84													identical	P0ACY6	P0ACY6	1942	3				strain/isolate=ST93 DUF441 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_02355 PE=3 SV=1	Escherichia coli
ECFI20_01698	ECFI20_01698			12.84													identical	P0ACY6	P0ACY6	1942	3				strain/isolate=ST131 DUF441 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_02355 PE=3 SV=1	Escherichia coli
ECFI4_01588	ECFI4_01588			12.84													identical	P0ACY6	P0ACY6	1942	3				strain/isolate=ST73 DUF441 domain-containing protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_02355 PE=3 SV=1	Escherichia coli
UPI000013ABAC	UPI000013ABAC			12.84													identical	P0ACY6	P0ACY6	1942	3				"strain/isolate=K-12_NCM3722,DH5,BW25113,NC101,K-12_W3110,K-12_MC4100,ATCC_25922 status=active"	Escherichia coli
P0AD17	P0AD17	yohC	C		weak	  0.999	  0.000	5		2									P0AD17	1953	3				strain/isolate=K-12 UPSP YOHC_ECOLI Inner membrane protein YohC OS=Escherichia coli (strain K12) OX=83333 GN=yohC PE=1 SV=1	Escherichia coli
A0A0H2Z0K6	A0A0H2Z0K6			9.36													indistinguishable	P0AD17	P0AD17	1953	3				strain/isolate=APEC UPTR A0A0H2Z0K6_ECOK1 Yip1 domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yohC PE=4 SV=1	Escherichia coli
B7UFF2	B7UFF2	yohC		9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=E2348-69 UPTR B7UFF2_ECO27 Predicted inner membrane protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yohC PE=4 SV=1	Escherichia coli
D6IBT5	D6IBT5	ECDG_01981		9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=B185 UPTR D6IBT5_ECOLX Inner membrane protein yohC OS=Escherichia coli B185 OX=550676 GN=ECDG_01981 PE=4 SV=1	Escherichia coli
ECFI10_02106	ECFI10_02106			9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=ST93 YIP1 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01615 PE=4 SV=1	Escherichia coli
ECFI19_02072	ECFI19_02072			9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=ST1421 YIP1 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01615 PE=4 SV=1	Escherichia coli
ECFI20_02052	ECFI20_02052			9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=ST131 YIP1 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01615 PE=4 SV=1	Escherichia coli
ECFI4_01923	ECFI4_01923			9.74													identical	P0AD17	P0AD17	1953	3				strain/isolate=ST73 YIP1 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_01615 PE=4 SV=1	Escherichia coli
UPI000013BC7F	UPI000013BC7F			9.74													identical	P0AD17	P0AD17	1953	3				"strain/isolate=BW25113,NC101,ATCC_25922,K-12_MC4100,K-12_W3110,K-12_NCM3722,DH5 status=active"	Escherichia coli
P0AD30	P0AD30	yfcA	C		weak	  0.999	  0.000	8		1									P0AD30	1958	4				strain/isolate=K-12 UPSP YFCA_ECOLI Probable membrane transporter protein YfcA OS=Escherichia coli (strain K12) OX=83333 GN=yfcA PE=1 SV=1	Escherichia coli
ECFI20_02260	ECFI20_02260			3.35													identical	A0A0H2Z100	P0AD30	1958	4				strain/isolate=ST131 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_00675 PE=4 SV=1	Escherichia coli
UPI00005EF453	UPI00005EF453			3.35													identical	A0A0H2Z100	P0AD30	1958	4				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2Z100	A0A0H2Z100			3.35													indistinguishable	P0AD30	P0AD30	1958	4				strain/isolate=APEC UPTR A0A0H2Z100_ECOK1 Probable membrane transporter protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=yfcA PE=3 SV=1	Escherichia coli
B7UFY5	B7UFY5	yfcA		3.35													indistinguishable	P0AD30	P0AD30	1958	4				strain/isolate=E2348-69 UPTR B7UFY5_ECO27 Probable membrane transporter protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=yfcA PE=3 SV=1	Escherichia coli
D6I9R7	D6I9R7	ECDG_02186		3.35													indistinguishable	P0AD30	P0AD30	1958	4				strain/isolate=B185 UPTR D6I9R7_ECOLX Probable membrane transporter protein OS=Escherichia coli B185 OX=550676 GN=ECDG_02186 PE=3 SV=1	Escherichia coli
A0A140NA49	A0A140NA49			3.35													identical	P0AD30	P0AD30	1958	4				strain/isolate=BL21 UPTR A0A140NA49_ECOBD Probable membrane transporter protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1332 PE=3 SV=1	Escherichia coli
ECFI10_02305	ECFI10_02305			3.35													identical	P0AD30	P0AD30	1958	4				strain/isolate=ST93 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_00675 PE=4 SV=1	Escherichia coli
ECFI19_02274	ECFI19_02274			3.35													identical	P0AD30	P0AD30	1958	4				strain/isolate=ST1421 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_00675 PE=4 SV=1	Escherichia coli
ECFI4_02116	ECFI4_02116			3.35													identical	P0AD30	P0AD30	1958	4				strain/isolate=ST73 Uncharacterized protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_00675 PE=4 SV=1	Escherichia coli
